partition,output
0.01979992021181083,Sloan|IA|51055|42.2427|-96.2306|1319
0.019804192415913902,Fort Blackmore|VA|24250|36.7438|-82.6102|1319
0.019808464620016973,Waverly|KY|42462|37.743|-87.8067|1319
0.019812740063092072,Floral|AR|72534|35.6023|-91.7341|1320
0.019817018745139196,Speonk|NY|11972|40.9223|-72.6371|1321
0.01982129742718632,Alexis|IL|61412|41.0521|-90.5436|1321
0.019825576109233443,Cheneyville|LA|71325|31.0201|-92.2951|1321
0.019829854791280566,Carlos|MN|56319|45.9726|-95.3105|1321
0.01983413347332769,Solway|MN|56678|47.548|-95.1205|1321
0.019838412155374813,Clarksburg|OH|43115|39.4904|-83.1563|1321
0.019842690837421937,Houck|AZ|86506|35.3371|-109.2478|1321
0.01984697275844109,Poplar|WI|54864|46.5771|-91.8253|1322
0.01985125467946024,Sumner|MI|48889|43.3091|-84.7907|1322
0.019855536600479392,Bevier|MO|63532|39.7497|-92.5619|1322
0.019859818521498544,Barry|TX|75102|32.1014|-96.6251|1322
0.019864100442517695,Tremont|MS|38876|34.2335|-88.2392|1322
0.01986838560250887,Lime Springs|IA|52155|43.4556|-92.2733|1323
0.019872670762500048,Harvard|NE|68944|40.6265|-98.0846|1323
0.019876955922491224,North Benton|OH|44449|40.9876|-81.0162|1323
0.0198812410824824,Watkins|CO|80137|39.7623|-104.5834|1323
0.019885526242473577,Turners Station|KY|40075|38.5521|-85.1019|1323
0.019889811402464753,Shawboro|NC|27973|36.3779|-76.0945|1323
0.019894099801427957,Stronghurst|IL|61480|40.7523|-90.9257|1324
0.01989838820039116,Melvin|MI|48454|43.193|-82.8393|1324
0.019902676599354366,Vallonia|IN|47281|38.8174|-86.069|1324
0.01990696499831757,Urania|LA|71480|31.865|-92.2915|1324
0.019911253397280775,Surrency|GA|31563|31.6489|-82.1982|1324
0.01991554179624398,Worthing|SD|57077|43.2925|-96.7529|1324
0.019919833434179208,Cassville|NY|13318|42.9069|-75.2607|1325
0.019924125072114437,Yoder|CO|80864|38.7753|-104.2184|1325
0.019928416710049666,Reynolds Station|KY|42368|37.7403|-86.7414|1325
0.019932708347984895,Mendon|NY|14506|42.9953|-77.5001|1325
0.019936999985920124,Branchport|NY|14418|42.6065|-77.2052|1325
0.019941291623855353,Topping|VA|23169|37.6009|-76.4575|1325
0.01994558650076261,Bancroft|WI|54921|44.3065|-89.5304|1326
0.019949881377669867,Leary|GA|39862|31.4849|-84.5128|1326
0.019954176254577124,Wilcox|PA|15870|41.5735|-78.6823|1326
0.01995847113148438,Pitts|GA|31072|31.9425|-83.5579|1326
0.019962766008391638,Buxton|NC|27920|35.2525|-75.5722|1326
0.019967060885298895,Sanders|KY|41083|38.661|-84.9732|1326
0.019971355762206152,Odonnell|TX|79351|32.9773|-101.8271|1326
0.01997565063911341,Harmony|ME|04942|44.973|-69.5481|1326
0.019979945516020666,Ridgedale|MO|65739|36.5247|-93.2778|1326
0.01998424363189995,Hanover|IL|61041|42.2594|-90.2897|1327
0.019988541747779236,Oneida|KY|40972|37.2677|-83.6555|1327
0.01999283986365852,Ridge Farm|IL|61870|39.9155|-87.6346|1327
0.019997137979537807,Edgemont|SD|57735|43.2874|-103.811|1327
0.020001439334389116,Valier|MT|59486|48.2795|-112.3033|1328
0.020005740689240426,Rosiclare|IL|62982|37.424|-88.3462|1328
0.020010042044091736,Forkland|AL|36740|32.6108|-87.8441|1328
0.020014343398943046,Radnor|OH|43066|40.3918|-83.1781|1328
0.020018647992766384,Parkin|AR|72373|35.2586|-90.5564|1329
0.02002295258658972,Ravenden|AR|72459|36.2029|-91.2593|1329
0.02002725718041306,Lyon|MS|38645|34.2474|-90.4981|1329
0.020031561774236397,Council|NC|28434|34.429|-78.4115|1329
0.020035866368059735,Windthorst|TX|76389|33.5796|-98.4376|1329
0.020040170961883073,Doe Run|MO|63637|37.7348|-90.4968|1329
0.02004447555570641,Milnor|ND|58060|46.2007|-97.4772|1329
0.02004878014952975,Bringhurst|IN|46913|40.5163|-86.5204|1329
0.020053084743353086,Orbisonia|PA|17243|40.2389|-77.9069|1329
0.02005739257614845,Blue River|WI|53518|43.2366|-90.5873|1330
0.02006170040894381,White River|SD|57579|43.5666|-100.7449|1330
0.0200660114807112,Eastport|ME|04631|44.92|-67.0074|1331
0.020070325791450617,West Chesterfield|NH|03466|42.8956|-72.5097|1332
0.020074640102190032,Wauzeka|WI|53826|43.1143|-90.9239|1332
0.020078954412929447,Ross|CA|94957|38.0223|-122.5617|1332
0.020083268723668862,Seiling|OK|73663|36.1278|-98.8875|1332
0.020087583034408277,Wishek|ND|58495|46.1917|-99.6131|1332
0.020091897345147693,Stetsonville|WI|54480|45.0792|-90.2829|1332
0.020096211655887108,Stratford|IA|50249|42.2847|-93.9029|1332
0.020100525966626523,Hillsboro|IN|47949|40.0835|-87.1545|1332
0.020104840277365938,Koshkonong|MO|65692|36.6056|-91.6304|1332
0.020109154588105353,Saint Marys City|MD|20686|38.1888|-76.4207|1332
0.020113472137816796,Elfrida|AZ|85610|31.7139|-109.6193|1333
0.02011778968752824,Idaho City|ID|83631|43.8834|-115.708|1333
0.020122107237239683,New Hartford|IA|50660|42.5831|-92.6164|1333
0.020126424786951126,Paw Paw|IL|61353|41.6852|-88.9674|1333
0.020130745575634598,Emmet|AR|71835|33.6929|-93.4232|1334
0.02013506636431807,Muir|MI|48860|43.0439|-84.9391|1334
0.02013938715300154,Sandy Hook|VA|23153|37.7799|-77.9405|1334
0.02014370794168501,Mill Creek|PA|17060|40.4679|-77.8967|1334
0.020148031969340507,Sun Valley|ID|83353|43.6853|-114.3313|1353
0.020152355996996003,Baton Rouge|LA|70803|30.405|-91.1868|378909
0.020156683263623527,Littlefork|MN|56653|48.3852|-93.5399|1336
0.02016101053025105,Arapahoe|NE|68922|40.3027|-99.8997|1336
0.020165337796878575,Battletown|KY|40104|38.0393|-86.2991|1336
0.0201696650635061,Haydenville|MA|01039|42.3818|-72.7032|1336
0.020173995569105648,Scandinavia|WI|54977|44.4604|-89.165|1337
0.020178326074705197,Waynoka|OK|73860|36.5858|-98.8487|1337
0.020182656580304745,Verdi|NV|89439|39.5165|-119.9833|1417
0.020186987085904294,Island Falls|ME|04747|46.0169|-68.2667|1337
0.020191317591503843,Franklin|IL|62638|39.6222|-90.0889|1337
0.02019564809710339,Buffalo Lake|MN|55314|44.7709|-94.5912|1337
0.02019997860270294,Marcola|OR|97454|44.2064|-122.8246|1337
0.020204312347274517,Pretty Prairie|KS|67570|37.7783|-97.9886|1338
0.020208646091846093,Mitchells|VA|22729|38.3744|-78.0105|1338
0.02021297983641767,Coahoma|TX|79511|32.2942|-101.3197|1338
0.02021731681996127,La Veta|CO|81055|37.5117|-105.0575|1339
0.0202216570424769,Grafton|NH|03240|43.5727|-71.9634|1340
0.02022599726499253,Edgerton|MO|64444|39.4742|-94.6352|1340
0.02023033748750816,Doyle|TN|38559|35.8356|-85.5191|1340
0.02023467771002379,Marydel|DE|19964|39.0998|-75.7287|1340
0.02023901793253942,Colman|SD|57017|43.9558|-96.8189|1340
0.020243358155055048,Dove Creek|CO|81324|37.7632|-108.9181|1387
0.020247698377570678,Dallas|WI|54733|45.2549|-91.8368|1340
0.020252038600086307,Thompson|PA|18465|41.834|-75.5342|1340
0.02025638206157396,Sodus|MI|49126|42.0521|-86.3921|1341
0.020260725523061615,Coolidge|TX|76635|31.7438|-96.6577|1341
0.02026506898454927,Seminole|AL|36574|30.5048|-87.4659|1341
0.02026941568500895,Red Cloud|NE|68970|40.0952|-98.5187|1342
0.02027376562444066,Sangerville|ME|04479|45.1406|-69.3218|1343
0.020278115563872372,James Creek|PA|16657|40.3567|-78.1887|1343
0.020282465503304082,Hueysville|KY|41640|37.5087|-82.8518|1343
0.020286815442735792,Ralph|AL|35480|33.1274|-87.7624|1343
0.020291165382167502,Amagansett|NY|11930|40.9895|-72.0959|1343
0.020295515321599213,Arenas Valley|NM|88022|32.7839|-108.1854|1343
0.020299865261030923,Pennville|IN|47369|40.5082|-85.1492|1343
0.020304218439434658,Killdeer|ND|58640|47.4109|-102.7762|1344
0.020308571617838393,Clarkson|NE|68629|41.6961|-97.1051|1344
0.020312924796242127,Pine River|WI|54965|44.1604|-89.0404|1344
0.020317277974645862,East Bethany|NY|14054|42.9166|-78.1342|1344
0.020321631153049597,Dorothy|NJ|08317|39.4031|-74.8316|1344
0.020325984331453332,Como|NC|27818|36.4978|-77.0515|1344
0.020330337509857067,Ashmore|IL|61912|39.5254|-88.0341|1344
0.02033469392723283,Plymouth|IL|62367|40.3236|-90.9672|1345
0.020339050344608593,Arroyo Seco|NM|87514|36.52|-105.534|1345
0.020343406761984355,Trego|WI|54888|45.9516|-91.8581|1345
0.02034776317936012,Houston|OH|45333|40.2535|-84.3521|1345
0.02035211959673588,Cando|ND|58324|48.5001|-99.2319|1345
0.02035647925308367,Manilla|IA|51454|41.8922|-95.2391|1346
0.020360838909431456,Waverly|KS|66871|38.3782|-95.5982|1346
0.020365198565779244,Black Rock|AR|72415|36.1149|-91.1176|1346
0.02036955822212703,Mikado|MI|48745|44.5833|-83.4355|1346
0.020373921117446847,Venus|PA|16364|41.3761|-79.5048|1347
0.020378284012766663,Macomb|OK|74852|35.1205|-97.034|1347
0.02038264690808648,Weir|KS|66781|37.2912|-94.7286|1347
0.020387009803406294,Waterford|MS|38685|34.5476|-89.6129|1347
0.02039137269872611,Malaga|NJ|08328|39.5755|-75.0582|1347
0.020395735594045925,Runge|TX|78151|28.8876|-97.7138|1347
0.020400101728337765,Benkelman|NE|69021|40.098|-101.5344|1348
0.020404467862629606,Mertzon|TX|76941|31.2829|-100.8221|1348
0.020408833996921446,Charleston Afb|SC|29404|32.8982|-80.0686|1348
0.020413200131213286,Alpaugh|CA|93201|35.8583|-119.3037|1348
0.020417569504477154,Tatum|NM|88267|33.26|-103.314|1349
0.020421938877741023,Carlisle|SC|29031|34.567|-81.4814|1349
0.02042630825100489,Scobey|MT|59263|48.7854|-105.417|1349
0.020430680863240788,Aspermont|TX|79502|33.1301|-100.2344|1350
0.020435053475476684,Velarde|NM|87582|36.1321|-106.0022|1350
0.02043942608771258,Touchet|WA|99360|46.0903|-118.663|1350
0.020443798699948477,Nespelem|WA|99155|48.1434|-119.0094|1350
0.020448171312184373,Bernhards Bay|NY|13028|43.2717|-75.9373|1350
0.02045254392442027,Dorset|VT|05251|43.2636|-73.0766|1350
0.020456916536656166,Otterville|MO|65348|38.7161|-93.0108|1350
0.020461289148892062,Weedville|PA|15868|41.2685|-78.4952|1350
0.020465665000099983,Van Buren|OH|45889|41.1327|-83.6473|1351
0.020470040851307904,Keatchie|LA|71046|32.1622|-93.951|1351
0.020474416702515826,Kaiser|MO|65047|38.1637|-92.5799|1351
0.020478792553723747,Dayton|OH|45418|39.6957|-84.2652|479994
0.020483168404931668,Arlington|WI|53911|43.3269|-89.3631|1351
0.02048754425613959,Delhi|IA|52223|42.4137|-91.3107|1351
0.02049192010734751,Bunkerville|NV|89007|36.7684|-114.1281|1351
0.02049629595855543,Walkerville|MI|49459|43.7626|-86.083|1351
0.02050067180976335,Silverwood|MI|48760|43.3141|-83.272|1351
0.020505047660971273,Middlesex|NY|14507|42.6976|-77.2805|1351
0.020509426751151222,Kimball|SD|57355|43.7129|-98.9343|1352
0.02051380584133117,Tioga|TX|76271|33.4675|-96.9097|1352
0.02051818493151112,Otwell|IN|47564|38.4662|-87.0985|1352
0.02052256402169107,Ehrhardt|SC|29081|33.1044|-81.0221|1352
0.020526946350843043,Village Mills|TX|77663|30.5185|-94.4458|1353
0.020531328679995017,Moscow|ID|83844|46.8363|-116.6846|27219
0.02053571100914699,Camden|MS|39045|32.7853|-89.8698|1353
0.020540093338298964,Dundee|MS|38626|34.5357|-90.3693|1353
0.020544475667450938,Newell|SD|57760|44.741|-103.3914|1353
0.02054885799660291,Milbridge|ME|04658|44.5366|-67.8844|1353
0.020553243564726913,Garden Prairie|IL|61038|42.251|-88.7437|1354
0.020557629132850915,Greeley|PA|18425|41.4372|-75.0125|1354
0.020562014700974917,Daggett|MI|49821|45.4887|-87.6079|1354
0.02056640026909892,Bois D Arc|MO|65612|37.2214|-93.5447|1354
0.020570789076194945,Port Republic|VA|24471|38.3226|-78.7886|1355
0.02057517788329097,Mccloud|CA|96057|41.2475|-122.1128|1355
0.020579566690386998,Pippa Passes|KY|41844|37.3491|-82.8742|1355
0.020583955497483025,Cranberry|PA|16319|41.3197|-79.6317|1355
0.02058834430457905,Drumore|PA|17518|39.8183|-76.2499|1355
0.020592736350647105,Shokan|NY|12481|41.9767|-74.2119|1356
0.02059712839671516,Castlewood|SD|57223|44.7313|-97.0204|1356
0.020601520442783215,Republic|PA|15475|39.9847|-79.8814|1356
0.02060591248885127,Merry Hill|NC|27957|36.0871|-76.7776|1356
0.02061030777389135,Wheatland|IA|52777|41.8258|-90.8402|1357
0.020614703058931434,Brandywine|WV|26802|38.6357|-79.2096|1357
0.020619098343971517,Fowler|OH|44418|41.3349|-80.6059|1357
0.0206234936290116,Granite Quarry|NC|28072|35.6109|-80.4361|1357
0.020627888914051682,Ogema|MN|56569|47.1029|-95.9151|1357
0.020632284199091765,Newington|GA|30446|32.581|-81.4826|1357
0.020636682723103872,Illiopolis|IL|62539|39.8499|-89.2513|1358
0.02064108124711598,Reeds|MO|64859|37.1225|-94.1613|1358
0.020645479771128086,Peck|KS|67120|37.5054|-97.3408|1358
0.020649878295140194,Soper|OK|74759|34.0366|-95.6916|1358
0.02065428005812433,Goodland|IN|47948|40.7669|-87.2999|1359
0.020658681821108464,Fairview|MI|48621|44.7205|-84.0525|1359
0.0206630835840926,Wyanet|IL|61379|41.3785|-89.5744|1359
0.020667485347076735,Primghar|IA|51245|43.0759|-95.6533|1359
0.02067188711006087,Friant|CA|93626|37.0422|-119.6807|1359
0.02067629211201703,Cazenovia|WI|53924|43.4987|-90.2796|1360
0.02068069711397319,Lawrence|PA|15055|40.3058|-80.1219|1360
0.02068510211592935,Thorndale|PA|19372|39.9984|-75.759|1360
0.02068950711788551,North Easton|MA|02357|42.0645|-71.0871|13924
0.02069391211984167,Union Hall|VA|24176|37.0131|-79.6864|1360
0.02069831712179783,Americus|KS|66835|38.5098|-96.2608|1360
0.02070272212375399,Byron|CA|94514|37.8254|-121.6236|1360
0.020707130364682177,Merrill|OR|97633|42.0295|-121.5985|1361
0.020711538605610365,Clayton|IL|62324|40.0133|-90.9554|1361
0.020715946846538554,Alberton|MT|59820|46.9806|-114.4921|1361
0.02072035508746674,Westmoreland|NY|13490|43.1017|-75.4533|1361
0.02072476332839493,Rushville|NE|69360|42.7379|-102.4657|1361
0.020729174808295142,Plymouth|ME|04969|44.7699|-69.2266|1362
0.020733586288195355,Tiltonsville|OH|43963|40.1681|-80.6996|1362
0.020737997768095567,Cedarville|MI|49719|46.0024|-84.3488|1362
0.02074240924799578,New Sharon|ME|04955|44.6458|-70.0139|1362
0.020746820727895993,Mount Vernon|AR|72111|35.2606|-92.1373|1362
0.020751232207796205,Iraan|TX|79744|30.9156|-101.9152|1362
0.020755646926668446,Sprakers|NY|12166|42.8484|-74.4536|1363
0.020760061645540687,Erskine|MN|56535|47.6618|-96.0122|1363
0.020764476364412927,Catawba|VA|24070|37.3696|-80.1284|1363
0.020768894322257196,Prescott|WA|99348|46.3539|-118.4097|1364
0.020773312280101465,Elora|TN|37328|35.0295|-86.3481|1364
0.020777730237945734,Hallock|MN|56728|48.7749|-96.9445|1364
0.020782148195790003,Green Mountain|NC|28740|35.9956|-82.2879|1364
0.02078656615363427,Harrison|GA|31035|32.842|-82.7159|1364
0.02079098411147854,Niobrara|NE|68760|42.7391|-97.9248|1364
0.020795405308294834,Mouth Of Wilson|VA|24363|36.6104|-81.3955|1365
0.020799826505111127,Western Grove|AR|72685|36.083|-92.9716|1365
0.02080424770192742,Bronte|TX|76933|31.8789|-100.2988|1365
0.020808668898743714,Theriot|LA|70397|29.4516|-90.7651|1365
0.020813090095560007,Only|TN|37140|35.8679|-87.6655|1365
0.02081751453134833,Bennington|KS|67422|39.0224|-97.6031|1366
0.02082193896713665,Castine|ME|04421|44.4156|-68.7929|1366
0.02082636340292497,Temple|NH|03084|42.82|-71.8523|1366
0.020830787838713293,Freedom|IN|47431|39.2151|-86.85|1366
0.020835212274501615,Gadsden|TN|38337|35.7799|-88.9929|1366
0.020839636710289936,Balaton|MN|56115|44.2253|-95.8838|1366
0.020844061146078258,Subiaco|AR|72865|35.3153|-93.5991|1366
0.02084848558186658,Olympic Valley|CA|96146|39.1752|-120.1954|1366
0.0208529100176549,Graytown|OH|43432|41.5647|-83.2613|1366
0.020857337692415247,Miltona|MN|56354|46.0545|-95.3258|1367
0.02086176860614762,Akron|MI|48701|43.5844|-83.5393|1368
0.020866199519879995,Newfolden|MN|56738|48.2894|-96.255|1368
0.02087063043361237,Chappell|NE|69129|41.0966|-102.4523|1368
0.020875061347344744,Kenduskeag|ME|04450|44.9183|-68.9342|1368
0.020879492261077118,Stanfield|AZ|85172|32.8823|-111.966|1368
0.020883923174809492,Center Tuftonboro|NH|03816|43.6849|-71.2551|1368
0.020888354088541866,Liverpool|TX|77577|29.2667|-95.2889|1368
0.020892788241246265,Franconia|NH|03580|44.2053|-71.7518|1369
0.020897222393950664,Holly Grove|AR|72069|34.5993|-91.1844|1369
0.020901656546655063,Mooers Forks|NY|12959|44.9602|-73.673|1369
0.02090609069935946,Big Sur|CA|93920|36.2458|-121.7009|1369
0.02091052809103589,Langston|OK|73050|35.9419|-97.2556|1370
0.020914965482712315,Fountain Run|KY|42133|36.72|-85.952|1370
0.020919402874388742,Tornado|WV|25202|38.3357|-81.8476|1370
0.02092384026606517,Upatoi|GA|31829|32.5601|-84.7448|1370
0.020928277657741596,Kinde|MI|48445|43.948|-82.9755|1370
0.020932715049418023,Chester|MA|01011|42.2794|-72.9888|1370
0.02093715244109445,Indianola|WA|98342|47.7514|-122.5196|1370
0.020941589832770877,Providence|RI|02912|41.8267|-71.3977|203571
0.020946027224447303,Blanket|TX|76432|31.7882|-98.8311|1370
0.02095046461612373,Breezewood|PA|15533|39.9905|-78.2453|1370
0.020954902007800157,Jonesport|ME|04649|44.5509|-67.6044|1370
0.020959342638448612,Snow Shoe|PA|16874|41.0376|-77.9523|1371
0.020963783269097067,Spring City|UT|84662|39.4671|-111.4661|1371
0.020968223899745522,Plain|WI|53577|43.2927|-90.0558|1371
0.020972667769366002,Ashkum|IL|60911|40.8844|-87.9411|1372
0.02097711163898648,Bloomington|WI|53804|42.8726|-90.9099|1372
0.02098155550860696,Iona|ID|83427|43.4073|-111.8543|1372
0.02098599937822744,Elysian|MN|56028|44.2231|-93.6965|1372
0.02099044324784792,Colo|IA|50056|42.0131|-93.3071|1372
0.0209948871174684,Colton|SD|57018|43.7951|-96.9572|1372
0.02099933098708888,Laconia|IN|47135|38.0527|-86.0844|1372
0.021003778095681387,Klamath|CA|95548|41.5804|-124.0387|1373
0.021008225204273895,Chaptico|MD|20621|38.351|-76.7833|1373
0.021012672312866403,Brasstown|NC|28902|35.0261|-83.9567|1373
0.02101711942145891,Worden|MT|59088|45.9779|-108.1533|1373
0.021021566530051418,Eldon|IA|52554|40.9261|-92.2268|1373
0.021026013638643926,New Lebanon|NY|12125|42.4759|-73.3773|1373
0.021030460747236433,Hubbard|IA|50122|42.3022|-93.2939|1373
0.02103490785582894,Arkansaw|WI|54721|44.6267|-92.0566|1373
0.021039358203393473,Gypsum|KS|67448|38.7047|-97.4338|1374
0.021043808550958006,Elma|IA|50628|43.2786|-92.3981|1374
0.021048258898522538,Hotevilla|AZ|86030|36.2111|-110.5661|1374
0.02105270924608707,Shannon|IL|61078|42.161|-89.7481|1374
0.021057159593651602,Eaton|NY|13334|42.8484|-75.6314|1374
0.021061613180188163,Odessa|WA|99159|47.3395|-118.6983|1375
0.021066066766724723,Perrin|TX|76486|33.0585|-98.044|1375
0.021070520353261284,Logan|AL|35098|34.1377|-87.0266|1375
0.021074973939797844,Corinne|UT|84307|41.545|-112.1514|1375
0.021079427526334404,Talmo|GA|30575|34.1951|-83.7187|1375
0.021083881112870965,Independence|WV|26374|39.4464|-79.8822|1375
0.021088334699407525,Raymond|NE|68428|40.9342|-96.7866|1375
0.02109279152491611,Kansas City|MO|64146|38.8973|-94.5764|545147
0.021097248350424695,Bonnots Mill|MO|65016|38.5533|-91.9293|1376
0.02110170517593328,Brant|MI|48614|43.2548|-84.2978|1376
0.021106165240413893,Davis|WV|26260|39.0882|-79.4563|1377
0.021110625304894506,Milford|TX|76670|32.1482|-96.9612|1377
0.02111508536937512,Moss Landing|CA|95039|36.8175|-121.7773|1377
0.02111954867282776,Marion|SD|57043|43.4188|-97.2771|1378
0.021124011976280402,Burnsville|WV|26335|38.7775|-80.657|1378
0.021128475279733043,Brownsville|CA|95919|39.4525|-121.2612|1378
0.021132938583185684,Northfield|CT|06778|41.7077|-73.109|1378
0.021137401886638325,Correctionville|IA|51016|42.4743|-95.7804|1378
0.021141865190090967,Odessa|NY|14869|42.3609|-76.7717|1378
0.021146328493543608,Sibley|MO|64088|39.1584|-94.1844|1378
0.021150795035968274,Yermo|CA|92398|34.9269|-116.7093|1379
0.02115526157839294,Flat Rock|IN|47234|39.3774|-85.7679|1379
0.021159728120817605,Fairfield|NC|27826|35.5659|-76.2318|1379
0.02116419466324227,Hampshire|TN|38461|35.5915|-87.3251|1379
0.021168661205666937,Copemish|MI|49625|44.4503|-85.8879|1379
0.021173127748091602,Tabor|IA|51653|40.9004|-95.6729|1379
0.02117759429051627,Cooperstown|ND|58425|47.4527|-98.1533|1379
0.021182060832940934,Keavy|KY|40737|37.0156|-84.1436|1379
0.021186530614337628,Lower Brule|SD|57548|44.0937|-99.6139|1380
0.021191000395734322,Bertha|MN|56437|46.2515|-95.0357|1380
0.021195470177131016,Osmond|NE|68765|42.3539|-97.582|1380
0.02119993995852771,Riley|KS|66531|39.3005|-96.8222|1380
0.021204409739924403,Branch|MI|49402|43.9333|-86.0345|1380
0.021208879521321097,Pilot Hill|CA|95664|38.8135|-121.0308|1380
0.02121334930271779,Vossburg|MS|39366|31.9506|-88.9707|1380
0.02121782232308651,Tariffville|CT|06081|41.9077|-72.7678|1381
0.021222295343455228,Roberts|ID|83444|43.7116|-112.1196|1381
0.021226768363823947,Corunna|IN|46730|41.4504|-85.137|1381
0.021231241384192665,Freehold|NY|12431|42.3815|-74.0623|1381
0.021235717643533412,Monterey|VA|24465|38.4058|-79.5941|1382
0.02124019390287416,Paris|OH|44669|40.8014|-81.154|1382
0.021244670162214905,Kimmell|IN|46760|41.3631|-85.5187|1382
0.02124914642155565,New Marshfield|OH|45766|39.3228|-82.2594|1382
0.021253622680896398,Ontario|WI|54651|43.7172|-90.6205|1382
0.02125810217920917,Lake Tomahawk|WI|54539|45.8035|-89.5856|1383
0.02126258167752194,Townville|PA|16360|41.6856|-79.8767|1383
0.02126706117583471,Norman|AR|71960|34.4596|-93.6743|1383
0.021271540674147483,De Soto|WI|54624|43.4807|-91.1333|1383
0.021276020172460254,Wallowa|OR|97885|45.5717|-117.5357|1383
0.021280499670773025,Hammond|OR|97121|46.198|-123.9527|1383
0.021284979169085796,Cookson|OK|74427|35.7116|-94.9132|1383
0.021289458667398568,Knox City|TX|79529|33.4183|-99.8137|1383
0.021293941404683367,Creston|CA|93432|35.4779|-120.4361|1384
0.021298424141968166,Waldron|MI|49288|41.7386|-84.4496|1384
0.021302906879252965,Kiowa|OK|74553|34.7278|-95.9328|1384
0.021307392855509793,Salcha|AK|99714|64.509|-146.953|1385
0.021311882070738645,Crows Landing|CA|95313|37.4218|-121.0411|1386
0.021316371285967497,Pingree|ID|83262|43.1336|-112.6295|1386
0.02132086050119635,Fairmount|IL|61841|40.0373|-87.8365|1386
0.0213253497164252,Harwood|ND|58042|46.9565|-96.9654|1386
0.021329838931654053,Carrizozo|NM|88301|33.6496|-105.8696|1386
0.021334331385854933,Viborg|SD|57070|43.1815|-97.114|1387
0.021338823840055813,Knoxville|PA|16928|41.9596|-77.4357|1387
0.021343316294256693,Champion|PA|15622|40.044|-79.3247|1387
0.021347811987429598,Redfield|IA|50233|41.5873|-94.1897|1388
0.02135231091957453,Searsmont|ME|04973|44.377|-69.2196|1389
0.021356809851719463,New Castle|KY|40050|38.4374|-85.1756|1389
0.021361308783864396,Natural Bridge Station|VA|24579|37.598|-79.525|1389
0.02136580771600933,Oak Ridge|MO|63769|37.5258|-89.7508|1389
0.02137030664815426,Centertown|KY|42328|37.4079|-87.009|1389
0.02137480881927122,Ames|IA|50011|42.036|-93.4652|62905
0.021379310990388176,Hamshire|TX|77622|29.8668|-94.3187|1390
0.021383813161505134,Hanalei|HI|96714|22.1603|-159.5471|1390
0.02138831533262209,Lincoln|NE|68523|40.7408|-96.7583|266032
0.021392820742711077,Potomac|IL|61865|40.309|-87.8232|1391
0.021397326152800062,Enderlin|ND|58027|46.6079|-97.6106|1391
0.021401831562889048,Amity|PA|15311|40.0498|-80.1681|1391
0.021406336972978033,Ivanhoe|NC|28447|34.6233|-78.2342|1391
0.02141084238306702,Snowmass|CO|81654|39.2258|-107.0303|1391
0.021415347793156004,Lamont|FL|32336|30.2983|-83.9008|1391
0.02141985320324499,Cumberland Foreside|ME|04110|43.759|-70.1993|1391
0.021424358613333975,Hartford|AR|72938|35.0222|-94.3819|1391
0.02142886402342296,Atkinson|IL|61235|41.4162|-90.0225|1391
0.021433369433511946,Duarte|CA|91008|34.149|-117.9644|27465
0.02143787484360093,Henderson|NY|13650|43.8467|-76.2352|1391
0.02144238349266194,Akron|OH|44308|41.0796|-81.5194|272134
0.02144689214172295,Dix|IL|62830|38.4333|-88.9657|1392
0.02145140079078396,Elkton|SD|57026|44.235|-96.5011|1458
0.02145590943984497,Osterburg|PA|16667|40.1818|-78.4934|1392
0.021460418088905982,Bradford|IL|61421|41.1532|-89.6521|1392
0.021464926737966992,Mercer|WI|54547|46.1696|-90.0679|1392
0.021469435387028002,Pittsburg|MO|65724|37.8442|-93.3356|1392
0.021473944036089012,Newport|RI|02841|41.499|-71.299|24727
0.021478452685150022,Austin|PA|16720|41.6296|-78.0908|1392
0.02148296457318306,Kenwood|CA|95452|38.4168|-122.5547|1393
0.0214874764612161,Fisk|MO|63940|36.7836|-90.2168|1393
0.021491988349249137,Wichita|KS|67202|37.6899|-97.3355|409656
0.021496500237282175,Elwell|MI|48832|43.4106|-84.7631|1393
0.02150101536428724,Friendsville|PA|18818|41.9164|-76.0257|1394
0.021505530491292307,West Warren|MA|01092|42.2029|-72.229|1394
0.021510048857269398,Muscadine|AL|36269|33.7529|-85.3789|1395
0.02151456722324649,Annandale On Hudson|NY|12504|42.0354|-73.9092|1395
0.021519088828195608,Mountain View|OK|73062|35.0654|-98.7307|1396
0.021523610433144727,Hanscom Afb|MA|01731|42.4567|-71.2795|1396
0.021528132038093846,Letohatchee|AL|36047|32.0862|-86.488|1396
0.02153265688201499,New Riegel|OH|44853|41.0361|-83.2418|1397
0.021537181725936133,Lamoure|ND|58458|46.3844|-98.3587|1397
0.021541706569857277,Verdunville|WV|25649|37.8891|-82.0488|1397
0.02154623465275045,Mc Donough|NY|13801|42.5068|-75.7623|1398
0.02155076273564362,Higdon|AL|35979|34.8391|-85.6196|1398
0.02155529081853679,East Machias|ME|04630|44.7424|-67.3821|1398
0.021559818901429963,Point Lookout|NY|11569|40.5905|-73.5808|1398
0.021564346984323135,Newell|IA|50568|42.6157|-94.9946|1398
0.021568875067216307,Kinsale|VA|22488|38.0505|-76.5855|1398
0.02157340315010948,Walnut Shade|MO|65771|36.7704|-93.2148|1398
0.02157793123300265,Casnovia|MI|49318|43.2382|-85.8254|1398
0.02158245931589582,Bridgehampton|NY|11932|40.9339|-72.3077|1398
