SalesId,Date,RouteId,AirlineId,BookingsBusinessClass,UnitPriceBusinessClass(dollars),BookingsPremiumEconomyClass,UnitPricePremiumEconomyClass(dollars),BookingsEconomyClass,UnitPriceEconomyClass(dollars),Total
sales175,27-06-2020,r021,UA,4,590.16,31,583.16,37,581.16,41941.52
sales175,27-06-2020,r012,G4,1,780.24,34,773.24,26,771.24,47122.64
sales176,28-06-2020,r019,UA,15,1007.6,17,1000.6,23,998.6,55092
sales176,28-06-2020,r003,UA,23,162.8,25,155.8,31,153.8,12407.2
sales176,28-06-2020,r014,UA,3,302.32,24,295.32,18,293.32,13274.4
sales176,28-06-2020,r001,WN,1,1007.6,46,1000.6,11,998.6,58019.8
sales177,29-06-2020,r016,G4,1,1906.16,20,1899.16,24,1897.16,85421.2
sales177,29-06-2020,r012,AA,6,780.24,15,773.24,29,771.24,38646
sales177,29-06-2020,r007,G4,1,58.8,47,51.8,39,49.8,4435.6
sales177,29-06-2020,r023,WN,1,590.16,49,583.16,10,581.16,34976.6
sales178,30-06-2020,r019,WN,1,1007.6,45,1000.6,6,998.6,52026.2
sales178,30-06-2020,r010,AA,3,613.52,40,606.52,45,604.52,53304.76
sales178,30-06-2020,r009,WN,2,242,39,235,13,233,12678
sales178,30-06-2020,r021,UA,21,590.16,12,583.16,40,581.16,42637.68
sales179,01-07-2020,r012,WN,1,780.24,3,773.24,8,771.24,9269.88
sales179,01-07-2020,r006,G4,1,677.04,19,670.04,40,668.04,40129.4
sales179,01-07-2020,r008,AA,2,124.08,11,117.08,25,115.08,4413.04
sales179,01-07-2020,r022,WN,1,642.96,28,635.96,23,633.96,33030.92
sales180,02-07-2020,r021,AA,5,631.28,9,624.28,13,622.28,16864.56
sales180,02-07-2020,r003,WN,1,590.16,45,583.16,19,581.16,37874.4
sales180,02-07-2020,r004,WN,1,932,13,925,39,923,48954
sales180,02-07-2020,r012,WN,1,780.24,3,773.24,8,771.24,9269.88
sales181,03-07-2020,r007,G4,1,58.8,20,51.8,22,49.8,2190.4
sales181,03-07-2020,r018,WN,1,469.52,42,462.52,17,460.52,27724.2
sales181,03-07-2020,r022,G4,1,642.96,3,635.96,14,633.96,11426.28
sales181,03-07-2020,r012,WN,1,780.24,48,773.24,23,771.24,55634.28
sales182,04-07-2020,r011,G4,1,176.4,30,169.4,10,167.4,6932.4
sales182,04-07-2020,r013,WN,1,108.08,27,101.08,20,99.08,4818.84
sales182,04-07-2020,r003,WN,1,590.16,30,583.16,15,581.16,26802.36
sales182,04-07-2020,r009,WN,1,242,24,235,9,233,7979
sales183,05-07-2020,r017,G4,1,1678.48,45,1671.48,37,1669.48,138665.84
sales183,05-07-2020,r005,WN,1,162.8,26,155.8,31,153.8,8981.4
sales183,05-07-2020,r020,AA,8,642.96,5,635.96,40,633.96,33681.88
sales183,05-07-2020,r006,G4,1,677.04,35,670.04,46,668.04,54858.28
sales184,06-07-2020,r003,WN,1,590.16,39,583.16,34,581.16,43092.84
sales184,06-07-2020,r005,WN,1,162.8,50,155.8,15,153.8,10259.8
sales184,06-07-2020,r013,WN,1,108.08,51,101.08,12,99.08,6452.12
sales184,06-07-2020,r022,G4,1,642.96,3,635.96,14,633.96,11426.28
sales185,07-07-2020,r016,UA,7,1906.16,20,1899.16,128,1897.16,294162.8
sales185,07-07-2020,r018,AA,2,469.52,42,462.52,26,460.52,32338.4
sales185,07-07-2020,r024,AA,4,677.04,9,670.04,44,668.04,38132.28
sales185,07-07-2020,r012,AA,8,780.24,42,773.24,46,771.24,74195.04
sales186,08-07-2020,r018,AA,2,469.52,21,462.52,36,460.52,27230.68
sales186,08-07-2020,r019,WN,1,1007.6,1,1000.6,17,998.6,18984.4
sales186,08-07-2020,r013,UA,26,108.08,41,101.08,35,99.08,10422.16
sales186,08-07-2020,r015,UA,16,1589.68,31,1582.68,25,1580.68,114014.96
sales187,09-07-2020,r005,UA,22,1534,9,1527,44,1525,114591
sales187,09-07-2020,r017,AA,8,1678.48,19,1671.48,22,1669.48,81914.52
sales187,09-07-2020,r012,WN,1,780.24,24,773.24,40,771.24,50187.6
sales187,09-07-2020,r023,UA,18,162.8,45,155.8,10,153.8,11479.4
sales188,10-07-2020,r021,UA,5,590.16,7,583.16,13,581.16,14588
sales188,10-07-2020,r023,WN,1,590.16,25,583.16,18,581.16,25630.04
sales188,10-07-2020,r012,WN,1,780.24,36,773.24,10,771.24,36329.28
sales188,10-07-2020,r015,UA,16,1589.68,31,1582.68,25,1580.68,114014.96
sales189,11-07-2020,r015,WN,1,1589.68,24,1582.68,29,1580.68,85413.72
sales189,11-07-2020,r008,G4,1,124.08,30,117.08,22,115.08,6168.24
sales189,11-07-2020,r005,WN,1,162.8,20,155.8,46,153.8,10353.6
sales189,11-07-2020,r016,G4,1,1906.16,41,1899.16,21,1897.16,119612.08
sales190,12-07-2020,r014,WN,1,302.32,44,295.32,39,293.32,24735.88
sales190,12-07-2020,r024,AA,6,677.04,39,670.04,13,668.04,38878.32
sales190,12-07-2020,r002,WN,4,900.72,11,893.72,36,891.72,45535.72
sales190,12-07-2020,r002,WN,1,900.72,5,893.72,10,891.72,14286.52
sales191,13-07-2020,r023,G4,1,590.16,36,583.16,38,581.16,43668
sales191,13-07-2020,r010,AA,2,613.52,7,606.52,42,604.52,30862.52
sales191,13-07-2020,r009,AA,7,242,42,235,15,233,15059
sales191,13-07-2020,r008,AA,4,124.08,23,117.08,38,115.08,7562.2
sales192,14-07-2020,r007,AA,3,58.8,28,51.8,42,49.8,3718.4
sales192,14-07-2020,r010,UA,3,613.52,44,606.52,38,604.52,51499.2
sales192,14-07-2020,r006,UA,1,677.04,40,670.04,34,668.04,50192
sales192,14-07-2020,r008,WN,7,124.08,19,117.08,128,115.08,17823.32
sales193,15-07-2020,r008,G4,5,124.08,36,117.08,6,115.08,5525.76
sales193,15-07-2020,r010,AA,3,613.52,1,606.52,15,604.52,11514.88
sales193,15-07-2020,r008,G4,1,124.08,1,117.08,12,115.08,1622.12
sales193,15-07-2020,r001,G4,1,368.56,32,361.56,12,359.56,16253.2
sales194,16-07-2020,r005,UA,4,1534,36,1527,11,1525,77883
sales194,16-07-2020,r016,G4,1,1906.16,9,1899.16,20,1897.16,56941.8
sales194,16-07-2020,r023,WN,1,590.16,5,583.16,21,581.16,15710.32
sales194,16-07-2020,r004,UA,7,1687.92,20,1680.92,126,1678.92,256977.76
sales195,17-07-2020,r002,WN,1,900.72,5,893.72,10,891.72,14286.52
sales195,17-07-2020,r014,G4,1,302.32,27,295.32,7,293.32,10329.2
sales195,17-07-2020,r010,AA,4,613.52,37,606.52,11,604.52,31545.04
sales195,17-07-2020,r013,WN,1,108.08,3,101.08,37,99.08,4077.28
sales196,18-07-2020,r014,WN,1,302.32,26,295.32,40,293.32,19713.44
sales196,18-07-2020,r012,G4,1,780.24,29,773.24,40,771.24,54053.8
sales196,18-07-2020,r006,G4,1,677.04,35,670.04,46,668.04,54858.28
sales196,18-07-2020,r012,UA,11,780.24,35,773.24,35,771.24,62639.44
sales197,19-07-2020,r015,G4,1,1589.68,4,1582.68,6,1580.68,17404.48
sales197,19-07-2020,r021,AA,4,631.28,15,624.28,40,622.28,36780.52
sales197,19-07-2020,r012,G4,1,780.24,5,773.24,16,771.24,16986.28
sales197,19-07-2020,r020,AA,8,642.96,50,635.96,13,633.96,45183.16
sales198,20-07-2020,r024,G4,1,932,17,925,28,923,42501
sales198,20-07-2020,r007,WN,2,58.8,49,51.8,23,49.8,3801.2
sales198,20-07-2020,r009,UA,16,242,43,235,8,233,15841
sales198,20-07-2020,r005,AA,3,1534,38,1527,11,1525,79403
sales199,21-07-2020,r011,AA,7,176.4,32,169.4,46,167.4,14356
sales199,21-07-2020,r003,G4,1,631.28,46,624.28,26,622.28,45527.44
sales199,21-07-2020,r010,AA,2,613.52,7,606.52,42,604.52,30862.52
sales199,21-07-2020,r020,G4,1,368.56,37,361.56,7,359.56,16263.2
sales200,22-07-2020,r019,WN,1,1007.6,7,1000.6,42,998.6,49953
sales200,22-07-2020,r001,G4,1,368.56,5,361.56,36,359.56,15120.52
sales200,22-07-2020,r008,AA,4,124.08,38,117.08,42,115.08,9778.72
sales200,22-07-2020,r001,WN,1,1007.6,39,1000.6,32,998.6,71986.2
sales201,23-07-2020,r022,G4,1,642.96,8,635.96,39,633.96,30455.08
sales201,23-07-2020,r023,UA,19,162.8,21,155.8,27,153.8,10517.6
sales201,23-07-2020,r011,WN,1,176.4,13,169.4,6,167.4,3383
sales201,23-07-2020,r002,AA,2,187.44,44,180.44,7,178.44,9563.32
sales202,24-07-2020,r015,WN,1,1589.68,42,1582.68,27,1580.68,110740.6
sales202,24-07-2020,r022,WN,1,642.96,22,635.96,38,633.96,38724.56
sales202,24-07-2020,r024,G4,1,932,43,925,45,923,82242
sales202,24-07-2020,r011,G4,1,176.4,30,169.4,10,167.4,6932.4
sales203,25-07-2020,r011,G4,1,176.4,3,169.4,34,167.4,6376.2
sales203,25-07-2020,r021,UA,28,590.16,4,583.16,20,581.16,30480.32
sales203,25-07-2020,r001,UA,18,631.28,5,624.28,40,622.28,39375.64
sales203,25-07-2020,r008,WN,1,124.08,17,117.08,43,115.08,7062.88
sales204,26-07-2020,r011,UA,7,176.4,9,169.4,15,167.4,5270.4
sales204,26-07-2020,r013,WN,1,108.08,27,101.08,20,99.08,4818.84
sales204,26-07-2020,r017,AA,1,1678.48,26,1671.48,40,1669.48,111916.16
sales204,26-07-2020,r009,G4,1,242,13,235,44,233,13549
sales205,27-07-2020,r002,WN,4,900.72,11,893.72,36,891.72,45535.72
sales205,27-07-2020,r010,AA,2,613.52,7,606.52,42,604.52,30862.52
sales205,27-07-2020,r015,AA,1,1589.68,36,1582.68,9,1580.68,72792.28
sales205,27-07-2020,r019,WN,1,1007.6,21,1000.6,14,998.6,36000.6
sales206,28-07-2020,r007,WN,1,58.8,33,51.8,26,49.8,3063
sales206,28-07-2020,r005,UA,12,1534,39,1527,45,1525,146586
sales206,28-07-2020,r018,WN,1,469.52,27,462.52,11,460.52,18023.28
sales206,28-07-2020,r004,UA,7,1687.92,20,1680.92,126,1678.92,256977.76
sales207,29-07-2020,r016,G4,1,1906.16,20,1899.16,24,1897.16,85421.2
sales207,29-07-2020,r010,WN,1,613.52,46,606.52,20,604.52,40603.84
sales207,29-07-2020,r011,WN,1,176.4,13,169.4,6,167.4,3383
sales207,29-07-2020,r001,WN,1,1007.6,40,1000.6,25,998.6,65996.6
sales208,30-07-2020,r014,WN,1,302.32,26,295.32,40,293.32,19713.44
sales208,30-07-2020,r010,G4,1,613.52,41,606.52,43,604.52,51475.2
sales208,30-07-2020,r022,UA,13,932,9,925,9,923,28748
sales208,30-07-2020,r024,WN,2,631.28,24,624.28,38,622.28,39891.92
sales209,31-07-2020,r007,AA,7,58.8,34,51.8,28,49.8,3567.2
sales209,31-07-2020,r009,UA,5,242,24,235,11,233,9413
sales209,31-07-2020,r005,WN,1,162.8,5,155.8,40,153.8,7093.8
sales209,31-07-2020,r003,WN,1,590.16,39,583.16,34,581.16,43092.84
sales210,01-08-2020,r024,WN,1,631.28,42,624.28,37,622.28,49875.4
sales210,01-08-2020,r002,UA,17,187.44,13,180.44,13,178.44,7851.92
sales210,01-08-2020,r023,UA,14,162.8,18,155.8,34,153.8,10312.8
sales210,01-08-2020,r020,UA,3,900.72,18,893.72,12,891.72,29489.76
sales211,02-08-2020,r016,WN,1,1906.16,7,1899.16,12,1897.16,37966.2
sales211,02-08-2020,r022,G4,1,642.96,35,635.96,15,633.96,32410.96
sales211,02-08-2020,r017,WN,1,1678.48,23,1671.48,37,1669.48,101893.28
sales211,02-08-2020,r016,WN,2,1906.16,37,1899.16,21,1897.16,113921.6
sales212,03-08-2020,r017,G4,1,1678.48,24,1671.48,45,1669.48,116920.6
sales212,03-08-2020,r022,AA,4,187.44,16,180.44,20,178.44,7205.6
sales212,03-08-2020,r015,UA,27,1589.68,18,1582.68,46,1580.68,144120.88
sales212,03-08-2020,r023,UA,20,162.8,16,155.8,16,153.8,8209.6
sales213,04-08-2020,r006,G4,1,677.04,11,670.04,22,668.04,22744.36
sales213,04-08-2020,r008,WN,1,124.08,44,117.08,19,115.08,7462.12
sales213,04-08-2020,r024,G4,1,932,25,925,46,923,66515
sales213,04-08-2020,r006,G4,1,677.04,43,670.04,23,668.04,44853.68
sales214,05-08-2020,r020,UA,23,900.72,19,893.72,19,891.72,54639.92
sales214,05-08-2020,r007,AA,2,58.8,37,51.8,21,49.8,3080
sales214,05-08-2020,r015,WN,1,1589.68,30,1582.68,14,1580.68,71199.6
sales214,05-08-2020,r024,AA,4,677.04,30,670.04,34,668.04,45522.72
sales215,06-08-2020,r022,AA,6,187.44,40,180.44,44,178.44,16193.6
sales215,06-08-2020,r012,G4,1,780.24,34,773.24,26,771.24,47122.64
sales215,06-08-2020,r024,AA,4,677.04,9,670.04,44,668.04,38132.28
sales215,06-08-2020,r010,G4,1,613.52,39,606.52,9,604.52,29708.48
sales216,07-08-2020,r010,AA,1,613.52,10,606.52,35,604.52,27836.92
sales216,07-08-2020,r005,UA,12,1534,39,1527,45,1525,146586
sales216,07-08-2020,r017,AA,7,1678.48,50,1671.48,23,1669.48,133721.4
sales216,07-08-2020,r001,UA,28,631.28,32,624.28,7,622.28,42008.76
sales217,08-08-2020,r002,AA,8,187.44,20,180.44,24,178.44,9390.88
sales217,08-08-2020,r015,WN,1,1589.68,24,1582.68,29,1580.68,85413.72
sales217,08-08-2020,r019,AA,5,368.56,40,361.56,13,359.56,20979.48
sales217,08-08-2020,r016,AA,4,1906.16,46,1899.16,9,1897.16,112060.44
sales218,09-08-2020,r005,WN,1,162.8,44,155.8,29,153.8,11478.2
sales218,09-08-2020,r008,G4,5,124.08,36,117.08,6,115.08,5525.76
sales218,09-08-2020,r021,UA,21,590.16,12,583.16,40,581.16,42637.68
sales218,09-08-2020,r012,WN,1,780.24,36,773.24,10,771.24,36329.28
sales219,10-08-2020,r016,AA,8,1906.16,20,1899.16,128,1897.16,296068.96
sales219,10-08-2020,r011,UA,23,176.4,14,169.4,42,167.4,13459.6
sales219,10-08-2020,r015,G4,8,1589.68,20,1582.68,128,1580.68,246698.08
sales219,10-08-2020,r015,AA,1,1589.68,36,1582.68,9,1580.68,72792.28
sales220,11-08-2020,r001,UA,9,631.28,11,624.28,17,622.28,23127.36
sales220,11-08-2020,r023,AA,3,1687.92,50,1680.92,44,1678.92,162982.24
sales220,11-08-2020,r001,UA,18,631.28,5,624.28,40,622.28,39375.64
sales220,11-08-2020,r013,WN,2,108.08,43,101.08,17,99.08,6246.96
sales221,12-08-2020,r019,G4,1,1007.6,32,1000.6,34,998.6,66979.2
sales221,12-08-2020,r016,AA,1,1906.16,28,1899.16,12,1897.16,77848.56
sales221,12-08-2020,r013,UA,21,108.08,23,101.08,29,99.08,7467.84
sales221,12-08-2020,r003,G4,1,631.28,22,624.28,43,622.28,41123.48
sales222,13-08-2020,r018,WN,1,469.52,27,462.52,11,460.52,18023.28
sales222,13-08-2020,r019,UA,14,1007.6,41,1000.6,6,998.6,61122.6
sales222,13-08-2020,r010,WN,1,613.52,43,606.52,27,604.52,43015.92
sales222,13-08-2020,r005,G4,1,1687.92,6,1680.92,8,1678.92,25204.8
sales223,14-08-2020,r007,AA,2,58.8,13,51.8,38,49.8,2683.4
sales223,14-08-2020,r015,WN,1,1589.68,17,1582.68,10,1580.68,44302.04
sales223,14-08-2020,r004,WN,1,932,13,925,39,923,48954
sales223,14-08-2020,r004,WN,1,932,40,925,15,923,51777
sales224,15-08-2020,r012,WN,1,780.24,36,773.24,10,771.24,36329.28
sales224,15-08-2020,r001,UA,9,631.28,11,624.28,17,622.28,23127.36
sales224,15-08-2020,r009,AA,7,242,42,235,15,233,15059
sales224,15-08-2020,r016,WN,3,1906.16,40,1899.16,14,1897.16,108245.12
sales225,16-08-2020,r024,G4,1,932,1,925,22,923,22163
sales225,16-08-2020,r011,WN,1,176.4,10,169.4,22,167.4,5553.2
sales225,16-08-2020,r008,AA,6,124.08,47,117.08,21,115.08,8663.92
sales225,16-08-2020,r021,WN,1,900.72,8,893.72,20,891.72,25884.88
sales226,17-08-2020,r019,UA,15,1007.6,17,1000.6,23,998.6,55092
sales226,17-08-2020,r002,AA,1,187.44,5,180.44,20,178.44,4658.44
sales226,17-08-2020,r017,UA,26,1678.48,22,1671.48,22,1669.48,117141.6
sales226,17-08-2020,r012,UA,3,780.24,34,773.24,28,771.24,50225.6
sales227,18-08-2020,r006,WN,1,1534,9,1527,14,1525,36627
sales227,18-08-2020,r006,G4,1,677.04,43,670.04,23,668.04,44853.68
sales227,18-08-2020,r023,WN,1,590.16,32,583.16,37,581.16,40754.2
sales227,18-08-2020,r014,UA,1,302.32,25,295.32,25,293.32,15018.32
sales228,19-08-2020,r003,AA,5,162.8,48,155.8,21,153.8,11522.2
sales228,19-08-2020,r015,WN,1,1589.68,18,1582.68,44,1580.68,99627.84
sales228,19-08-2020,r012,WN,1,780.24,48,773.24,23,771.24,55634.28
sales228,19-08-2020,r023,UA,7,162.8,26,155.8,13,153.8,7189.8
sales229,20-08-2020,r018,G4,1,469.52,49,462.52,10,460.52,27738.2
sales229,20-08-2020,r022,WN,1,642.96,46,635.96,21,633.96,43210.28
sales229,20-08-2020,r008,G4,1,124.08,33,117.08,13,115.08,5483.76
sales229,20-08-2020,r008,AA,6,124.08,26,117.08,31,115.08,7356.04
sales230,21-08-2020,r009,WN,1,242,3,235,19,233,5374
sales230,21-08-2020,r022,AA,6,187.44,46,180.44,30,178.44,14778.08
sales230,21-08-2020,r010,WN,1,613.52,7,606.52,33,604.52,24808.32
sales230,21-08-2020,r011,WN,1,176.4,38,169.4,23,167.4,10463.8
sales231,22-08-2020,r008,AA,4,124.08,23,117.08,38,115.08,7562.2
sales231,22-08-2020,r018,AA,4,469.52,24,462.52,29,460.52,26333.64
sales231,22-08-2020,r008,AA,6,124.08,47,117.08,21,115.08,8663.92
sales231,22-08-2020,r024,G4,1,932,41,925,11,923,49010
sales232,23-08-2020,r007,AA,7,58.8,34,51.8,28,49.8,3567.2
sales232,23-08-2020,r018,UA,2,469.52,28,462.52,22,460.52,24021.04
sales232,23-08-2020,r016,AA,4,1906.16,1,1899.16,36,1897.16,77821.56
sales232,23-08-2020,r023,UA,28,162.8,15,155.8,9,153.8,8279.6
sales233,24-08-2020,r010,WN,1,613.52,46,606.52,20,604.52,40603.84
sales233,24-08-2020,r019,UA,3,1007.6,22,1000.6,9,998.6,34023.4
sales233,24-08-2020,r009,UA,2,242,37,235,31,233,16402
sales233,24-08-2020,r006,AA,6,677.04,48,670.04,11,668.04,43572.6
sales234,25-08-2020,r019,WN,1,1007.6,46,1000.6,31,998.6,77991.8
sales234,25-08-2020,r024,AA,2,677.04,3,670.04,17,668.04,14720.88
sales234,25-08-2020,r017,G4,1,1678.48,24,1671.48,45,1669.48,116920.6
sales234,25-08-2020,r015,UA,27,1589.68,18,1582.68,46,1580.68,144120.88
sales235,26-08-2020,r020,G4,1,368.56,13,361.56,24,359.56,13698.28
sales235,26-08-2020,r009,AA,1,242,48,235,42,233,21308
sales235,26-08-2020,r019,UA,14,1007.6,41,1000.6,6,998.6,61122.6
sales235,26-08-2020,r016,AA,2,1906.16,22,1899.16,26,1897.16,94920
sales236,27-08-2020,r015,UA,11,1589.68,13,1582.68,19,1580.68,68094.24
sales236,27-08-2020,r003,WN,1,590.16,29,583.16,22,581.16,30287.32
sales236,27-08-2020,r005,UA,1,1534,20,1527,7,1525,42749
sales236,27-08-2020,r003,WN,1,590.16,2,583.16,14,581.16,9892.72
sales237,28-08-2020,r011,WN,1,176.4,44,169.4,9,167.4,9136.6
sales237,28-08-2020,r005,WN,1,162.8,19,155.8,12,153.8,4968.6
sales237,28-08-2020,r003,UA,23,162.8,25,155.8,31,153.8,12407.2
sales237,28-08-2020,r008,WN,1,124.08,20,117.08,36,115.08,6608.56
sales238,29-08-2020,r006,WN,1,1534,12,1527,7,1525,30533
sales238,29-08-2020,r009,UA,16,242,43,235,8,233,15841
sales238,29-08-2020,r003,WN,1,590.16,12,583.16,17,581.16,17467.8
sales238,29-08-2020,r021,G4,1,900.72,22,893.72,24,891.72,41963.84
sales239,30-08-2020,r014,AA,4,302.32,5,295.32,19,293.32,8258.96
sales239,30-08-2020,r005,WN,1,162.8,8,155.8,33,153.8,6484.6
sales239,30-08-2020,r011,AA,7,176.4,11,169.4,15,167.4,5609.2
sales239,30-08-2020,r006,WN,1,1534,3,1527,29,1525,50340
sales240,31-08-2020,r022,G4,1,642.96,35,635.96,15,633.96,32410.96
sales240,31-08-2020,r017,WN,1,1678.48,4,1671.48,16,1669.48,35076.08
sales240,31-08-2020,r014,UA,1,302.32,25,295.32,25,293.32,15018.32
sales240,31-08-2020,r008,WN,1,124.08,5,117.08,30,115.08,4161.88
sales241,01-09-2020,r016,G4,1,1906.16,17,1899.16,38,1897.16,106283.96
sales241,01-09-2020,r024,G4,1,932,41,925,11,923,49010
sales241,01-09-2020,r015,WN,1,1589.68,42,1582.68,27,1580.68,110740.6
sales241,01-09-2020,r024,AA,4,677.04,9,670.04,44,668.04,38132.28
sales242,02-09-2020,r015,G4,1,1589.68,37,1582.68,7,1580.68,71213.6
sales242,02-09-2020,r001,AA,1,932,34,925,7,923,38843
sales242,02-09-2020,r014,WN,1,302.32,11,295.32,37,293.32,14403.68
sales242,02-09-2020,r004,UA,7,1687.92,3,1680.92,44,1678.92,90730.68
sales243,03-09-2020,r014,WN,1,302.32,47,295.32,31,293.32,23275.28
sales243,03-09-2020,r001,AA,5,932,40,925,34,923,73042
sales243,03-09-2020,r021,WN,1,900.72,11,893.72,45,891.72,50859.04
sales243,03-09-2020,r006,UA,1,677.04,40,670.04,34,668.04,50192
sales244,04-09-2020,r001,UA,25,631.28,16,624.28,44,622.28,53150.8
sales244,04-09-2020,r011,WN,1,176.4,29,169.4,43,167.4,12287.2
sales244,04-09-2020,r005,UA,8,1534,12,1527,28,1525,73296
sales244,04-09-2020,r018,WN,1,469.52,48,462.52,43,460.52,42472.84
sales245,05-09-2020,r005,UA,5,1534,47,1527,24,1525,116039
sales245,05-09-2020,r012,WN,1,780.24,48,773.24,23,771.24,55634.28
sales245,05-09-2020,r016,G4,1,1906.16,41,1899.16,21,1897.16,119612.08
sales245,05-09-2020,r023,WN,1,590.16,5,583.16,21,581.16,15710.32
sales246,06-09-2020,r007,G4,1,58.8,2,51.8,23,49.8,1307.8
sales246,06-09-2020,r013,UA,26,108.08,41,101.08,35,99.08,10422.16
sales246,06-09-2020,r015,WN,1,1589.68,17,1582.68,10,1580.68,44302.04
sales246,06-09-2020,r015,UA,2,1589.68,34,1582.68,9,1580.68,71216.6
sales247,07-09-2020,r002,AA,7,187.44,26,180.44,10,178.44,7787.92
sales247,07-09-2020,r019,G4,1,1007.6,38,1000.6,18,998.6,57005.2
sales247,07-09-2020,r011,AA,7,176.4,32,169.4,46,167.4,14356
sales247,07-09-2020,r007,WN,7,58.8,19,51.8,128,49.8,7770.2
sales248,08-09-2020,r009,UA,2,242,37,235,31,233,16402
sales248,08-09-2020,r017,UA,25,1678.48,27,1671.48,33,1669.48,142184.8
sales248,08-09-2020,r009,WN,1,242,48,235,33,233,19211
sales248,08-09-2020,r003,WN,1,590.16,42,583.16,26,581.16,40193.04
sales249,09-09-2020,r020,UA,3,900.72,18,893.72,12,891.72,29489.76
sales249,09-09-2020,r017,UA,6,1678.48,21,1671.48,15,1669.48,70214.16
sales249,09-09-2020,r020,WN,2,368.56,20,361.56,34,359.56,20193.36
sales249,09-09-2020,r020,AA,8,642.96,50,635.96,13,633.96,45183.16
sales250,10-09-2020,r009,WN,1,242,48,235,33,233,19211
sales250,10-09-2020,r006,WN,1,1534,36,1527,31,1525,103781
sales250,10-09-2020,r006,AA,6,677.04,48,670.04,11,668.04,43572.6
sales250,10-09-2020,r005,WN,1,162.8,5,155.8,40,153.8,7093.8
sales251,11-09-2020,r007,WN,1,58.8,9,51.8,43,49.8,2666.4
sales251,11-09-2020,r007,WN,1,58.8,6,51.8,18,49.8,1266
sales251,11-09-2020,r011,AA,7,176.4,11,169.4,15,167.4,5609.2
sales251,11-09-2020,r024,AA,2,677.04,42,670.04,6,668.04,33504
sales252,12-09-2020,r005,UA,13,1534,15,1527,21,1525,74872
sales252,12-09-2020,r017,WN,1,1678.48,31,1671.48,24,1669.48,93561.88
sales252,12-09-2020,r012,G4,1,780.24,34,773.24,26,771.24,47122.64
sales252,12-09-2020,r007,UA,19,58.8,10,51.8,38,49.8,3527.6
sales253,13-09-2020,r019,UA,3,1007.6,22,1000.6,9,998.6,34023.4
sales253,13-09-2020,r024,UA,27,1534,23,1527,23,1525,111614
sales253,13-09-2020,r022,G4,1,642.96,32,635.96,24,633.96,36208.72
sales253,13-09-2020,r017,WN,1,1678.48,31,1671.48,24,1669.48,93561.88
sales254,14-09-2020,r005,G4,1,1687.92,30,1680.92,32,1678.92,105840.96
sales254,14-09-2020,r023,UA,18,162.8,45,155.8,10,153.8,11479.4
sales254,14-09-2020,r017,AA,1,1678.48,5,1671.48,9,1669.48,25061.2
sales254,14-09-2020,r001,WN,8,1007.6,19,1000.6,125,998.6,151897.2
sales255,15-09-2020,r021,UA,1,590.16,25,583.16,19,581.16,26211.2
sales255,15-09-2020,r017,AA,8,1678.48,19,1671.48,22,1669.48,81914.52
sales255,15-09-2020,r001,UA,10,631.28,6,624.28,6,622.28,13792.16
sales255,15-09-2020,r001,WN,1,1007.6,46,1000.6,11,998.6,58019.8
sales256,16-09-2020,r006,UA,7,677.04,20,670.04,125,668.04,101645.08
sales256,16-09-2020,r021,WN,1,900.72,42,893.72,7,891.72,44679
sales256,16-09-2020,r007,UA,22,58.8,26,51.8,42,49.8,4732
sales256,16-09-2020,r024,WN,1,631.28,21,624.28,46,622.28,42366.04
sales257,17-09-2020,r015,G4,1,1589.68,4,1582.68,6,1580.68,17404.48
sales257,17-09-2020,r009,WN,1,242,48,235,33,233,19211
sales257,17-09-2020,r024,WN,2,631.28,24,624.28,38,622.28,39891.92
sales257,17-09-2020,r012,G4,1,780.24,5,773.24,16,771.24,16986.28
sales258,18-09-2020,r011,G4,1,176.4,51,169.4,43,167.4,16014
sales258,18-09-2020,r022,AA,4,187.44,13,180.44,27,178.44,7913.36
sales258,18-09-2020,r019,G4,1,1007.6,32,1000.6,34,998.6,66979.2
sales258,18-09-2020,r003,AA,5,162.8,48,155.8,21,153.8,11522.2
sales259,19-09-2020,r022,WN,1,642.96,4,635.96,39,633.96,27911.24
sales259,19-09-2020,r014,G4,1,302.32,51,295.32,31,293.32,24456.56
sales259,19-09-2020,r009,AA,1,242,48,235,42,233,21308
sales259,19-09-2020,r017,UA,17,1678.48,8,1671.48,36,1669.48,102007.28
sales260,20-09-2020,r009,WN,2,242,36,235,20,233,13604
sales260,20-09-2020,r016,G4,1,1906.16,17,1899.16,38,1897.16,106283.96
sales260,20-09-2020,r002,WN,4,900.72,11,893.72,36,891.72,45535.72
sales260,20-09-2020,r022,G4,1,642.96,3,635.96,14,633.96,11426.28
sales261,21-09-2020,r018,G4,1,469.52,23,462.52,34,460.52,26765.16
sales261,21-09-2020,r002,WN,1,900.72,50,893.72,25,891.72,67879.72
sales261,21-09-2020,r024,G4,1,932,49,925,29,923,73024
sales261,21-09-2020,r016,AA,8,1906.16,20,1899.16,128,1897.16,296068.96
sales262,22-09-2020,r001,WN,1,1007.6,40,1000.6,25,998.6,65996.6
sales262,22-09-2020,r014,G4,1,302.32,45,295.32,6,293.32,15351.64
sales262,22-09-2020,r024,G4,1,932,4,925,8,923,12016
sales262,22-09-2020,r020,UA,3,900.72,18,893.72,12,891.72,29489.76
