national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,is_sublegendary,is_legendary,is_mythical
445,IV,Garchomp,Gaburias,dragon,ground,Mach,50.2,49.8,1.9,95,45,10240,108,130,95,80,85,102,0,0,0
446,IV,Munchlax,Gonbe,normal,,Big Eater,88.14,11.86,0.6,105,50,10240,135,85,40,40,85,5,0,0,0
447,IV,Riolu,Riolu,fighting,,Emanation,88.14,11.86,0.7,20.2,75,6400,40,70,40,35,40,60,0,0,0
448,IV,Lucario,Lucario,fighting,steel,Aura,88.14,11.86,1.2,54,45,6400,70,110,70,115,70,90,0,0,0
449,IV,Hippopotas,Hippopotas,ground,,Hippo,50.2,49.8,0.8,49.5,140,7680,68,72,78,38,42,32,0,0,0
450,IV,Hippowdon,Kabaldon,ground,,Heavyweight,50.2,49.8,2,300,60,7680,108,112,118,68,72,47,0,0,0
451,IV,Skorupi,Scorupi,poison,bug,Scorpion,50.2,49.8,0.8,12,120,5120,40,50,90,30,55,65,0,0,0
452,IV,Drapion,Dorapion,poison,dark,Ogre Scorp,50.2,49.8,1.3,61.5,45,5120,70,90,110,60,75,95,0,0,0
453,IV,Croagunk,Gureggru,poison,fighting,Toxic Mouth,50.2,49.8,0.7,23,140,2560,48,61,40,61,40,50,0,0,0
454,IV,Toxicroak,Dokurog,poison,fighting,Toxic Mouth,50.2,49.8,1.3,44.4,75,5120,83,106,65,86,65,85,0,0,0
455,IV,Carnivine,Muskippa,grass,,Bug Catcher,50,50,1.4,27,200,6400,74,100,72,90,72,46,0,0,0
456,IV,Finneon,Keikouo,water,,Wing Fish,50,50,0.4,7,190,5120,49,49,56,49,61,66,0,0,0
457,IV,Lumineon,Neolant,water,,Neon,50,50,1.2,24,75,5120,69,69,76,69,86,91,0,0,0
458,IV,Mantyke,Tamanta,water,flying,Kite,50.2,49.8,1,65,25,6400,45,20,50,60,120,50,0,0,0
459,IV,Snover,Yukikaburi,grass,ice,Frosted Tree,50.2,49.8,1,50.5,120,5120,60,62,50,62,60,40,0,0,0
460,IV,Abomasnow,Yukinooh,grass,ice,Frosted Tree,50.2,49.8,2.2,135.5,60,5120,90,92,75,92,85,60,0,0,0
461,IV,Weavile,Manyula,dark,ice,Sharp Claw,50.2,49.8,1.1,34,45,5120,70,120,65,45,85,125,0,0,0
462,IV,Magnezone,Jibacoil,electric,steel,Magnet Area,,,1.2,180,30,5120,70,70,115,130,90,60,0,0,0
463,IV,Lickilicky,Berobelt,normal,,Licking,50.2,49.8,1.7,140,30,5120,110,85,95,80,95,50,0,0,0
464,IV,Rhyperior,Dosidon,ground,rock,Drill,50.2,49.8,2.4,282.8,30,5120,115,140,130,55,55,40,0,0,0
465,IV,Tangrowth,Mojumbo,grass,,Vine,50.2,49.8,2,128.6,30,5120,100,100,125,110,50,50,0,0,0
466,IV,Electivire,Elekible,electric,,Thunderbolt,75.49,24.51,1.8,138.6,30,6400,75,123,67,95,85,95,0,0,0
467,IV,Magmortar,Booburn,fire,,Blast,75.49,24.51,1.6,68,30,6400,75,95,67,125,95,83,0,0,0
468,IV,Togekiss,Togekiss,fairy,flying,Jubilee,88.14,11.86,1.5,38,30,2560,85,50,95,120,115,80,0,0,0
469,IV,Yanmega,Megayanma,bug,flying,Ogre Darner,50,50,1.9,51.5,30,5120,86,76,86,116,56,95,0,0,0
470,IV,Leafeon,Leafia,grass,,Verdant,88.14,11.86,1,25.5,45,8960,65,110,130,60,65,95,0,0,0
471,IV,Glaceon,Glacia,ice,,Fresh Snow,88.14,11.86,0.8,25.9,45,8960,65,60,110,130,95,65,0,0,0
472,IV,Gliscor,Glion,ground,flying,Fang Scorp,50,50,2,42.5,30,5120,75,95,125,45,75,95,0,0,0
473,IV,Mamoswine,Mammoo,ice,ground,Twin Tusk,50.2,49.8,2.5,291,50,5120,110,130,80,70,60,80,0,0,0
474,IV,Porygon-Z,Porygon-z,normal,,Virtual,,,0.9,34,30,5120,85,80,70,135,75,90,0,0,0
475,IV,Gallade,Erureido,psychic,fighting,Blade,100,0,1.6,52,45,5120,68,125,65,65,115,80,0,0,0
476,IV,Probopass,Dainose,rock,steel,Compass,50,50,1.4,340,60,5120,60,55,145,75,150,40,0,0,0
477,IV,Dusknoir,Yonoir,ghost,,Gripper,50.2,49.8,2.2,106.6,45,6400,45,100,135,65,135,45,0,0,0
478,IV,Froslass,Yukimenoko,ice,ghost,Snow Land,0,100,1.3,26.6,75,5120,70,80,70,80,70,110,0,0,0
479,IV,Rotom,Rotom,electric,ghost,Plasma,,,0.3,0.3,45,5120,50,50,77,95,77,91,0,0,0
480,IV,Uxie,Yuxie,psychic,,Knowledge,,,0.3,0.3,3,20480,75,75,130,75,130,95,1,0,0
481,IV,Mesprit,Emrit,psychic,,Emotion,,,0.3,0.3,3,20480,80,105,105,105,105,80,1,0,0
482,IV,Azelf,Agnome,psychic,,Willpower,,,0.3,0.3,3,20480,75,125,70,125,70,115,1,0,0
483,IV,Dialga,Dialga,steel,dragon,Temporal,,,5.4,683,3,30720,100,120,120,150,100,90,0,1,0
484,IV,Palkia,Palkia,water,dragon,Spatial,,,4.2,336,3,30720,90,120,100,150,120,100,0,1,0
485,IV,Heatran,Heatran,fire,steel,Lava Dome,50.2,49.8,1.7,430,3,2560,91,90,106,130,106,77,1,0,0
486,IV,Regigigas,Regigigas,normal,,Colossal,,,3.7,420,3,30720,110,160,110,80,110,100,1,0,0
487,IV,Giratina,Giratina,ghost,dragon,Renegade,,,4.5,750,3,30720,150,100,120,100,120,90,0,1,0
488,IV,Cresselia,Cresselia,psychic,,Lunar,0,100,1.5,85.6,3,30720,120,70,120,75,130,85,1,0,0
489,IV,Phione,Phione,water,,Sea Drifter,,,0.4,3.1,30,10240,80,80,80,80,80,80,0,0,1
490,IV,Manaphy,Manaphy,water,,Seafaring,,,0.3,1.4,3,2560,100,100,100,100,100,100,0,0,1
491,IV,Darkrai,Darkrai,dark,,Pitch-Black,,,1.5,50.5,3,30720,70,90,90,135,90,125,0,0,1
492,IV,Shaymin,Shaymin,grass,grass,Gratitude,,,0.2,2.1,45,30720,100,100,100,100,100,100,0,0,1
493,IV,Arceus,Arceus,normal,,Alpha,,,3.2,320,3,30720,120,120,120,120,120,120,0,0,1
494,V,Victini,Victini,psychic,fire,Victory,,,0.4,4,3,30720,100,100,100,100,100,100,0,0,1
495,V,Snivy,Tsutarja,grass,,Grass Snake,88.1,11.9,0.6,8.1,45,5120,45,45,55,45,55,63,0,0,0
496,V,Servine,Janovy,grass,,Grass Snake,88.1,11.9,0.8,16,45,5120,60,60,75,60,75,83,0,0,0
497,V,Serperior,Jalorda,grass,,Regal,88.1,11.9,3.3,63,45,5120,75,75,95,75,95,113,0,0,0
498,V,Tepig,Pokabu,fire,,Fire Pig,88.1,11.9,0.5,9.9,45,5120,65,63,45,45,45,45,0,0,0
499,V,Pignite,Chaoboo,fire,fighting,Fire Pig,88.1,11.9,1,55.5,45,5120,90,93,55,70,55,55,0,0,0
500,V,Emboar,Enbuoh,fire,fighting,Mega Fire Pig,88.1,11.9,1.6,150,45,5120,110,123,65,100,65,65,0,0,0
501,V,Oshawott,Mijumaru,water,,Sea Otter,88.1,11.9,0.5,5.9,45,5120,55,55,45,63,45,45,0,0,0
502,V,Dewott,Futachimaru,water,,Discipline,88.1,11.9,0.8,24.5,45,5120,75,75,60,83,60,60,0,0,0
503,V,Samurott,Daikenki,water,,Formidable,88.1,11.9,1.5,94.6,45,5120,95,100,85,108,70,70,0,0,0
504,V,Patrat,Minezumi,normal,,Scout,50,50,0.5,11.6,255,3840,45,55,39,35,39,42,0,0,0
505,V,Watchog,Miruhog,normal,,Lookout,50,50,1.1,27,255,5120,60,85,69,60,69,77,0,0,0
506,V,Lillipup,Yorterrie,normal,,Puppy,50.2,49.8,0.4,4.1,255,3840,45,60,45,25,45,55,0,0,0
507,V,Herdier,Herderrie,normal,,Loyal Dog,50.2,49.8,0.9,14.7,120,3840,65,80,65,35,65,60,0,0,0
508,V,Stoutland,Mooland,normal,,Big-Hearted,50.2,49.8,1.2,61,45,3840,85,110,90,45,90,80,0,0,0
509,V,Purrloin,Choroneko,dark,,Devious,50.2,49.8,0.4,10.1,255,5120,41,50,37,50,37,66,0,0,0
510,V,Liepard,Lepardas,dark,,Cruel,50.2,49.8,1.1,37.5,90,5120,64,88,50,88,50,106,0,0,0
511,V,Pansage,Yanappu,grass,,Grass Monkey,88.1,11.9,0.6,10.5,190,5120,50,53,48,53,48,64,0,0,0
512,V,Simisage,Yanakkie,grass,,Thorn Monkey,88.1,11.9,1.1,30.5,75,5120,75,98,63,98,63,101,0,0,0
513,V,Pansear,Baoppu,fire,,High Temp,88.1,11.9,0.6,11,190,5120,50,53,48,53,48,64,0,0,0
514,V,Simisear,Baokkie,fire,,Ember,88.1,11.9,1,28,75,5120,75,98,63,98,63,101,0,0,0
515,V,Panpour,Hiyappu,water,,Spray,88.1,11.9,0.6,13.5,190,5120,50,53,48,53,48,64,0,0,0
516,V,Simipour,Hiyakkie,water,,Geyser,88.1,11.9,1,29,75,5120,75,98,63,98,63,101,0,0,0
517,V,Munna,Munna,psychic,,Dream Eater,50.2,49.8,0.6,23.3,190,2560,76,25,45,67,55,24,0,0,0
518,V,Musharna,Musharna,psychic,,Drowsing,50.2,49.8,1.1,60.5,75,2560,116,55,85,107,95,29,0,0,0
519,V,Pidove,Mamepato,normal,flying,Tiny Pigeon,50.2,49.8,0.3,2.1,255,3840,50,55,50,36,30,43,0,0,0
520,V,Tranquill,Hatoboh,normal,flying,Wild Pigeon,50.2,49.8,0.6,15,120,3840,62,77,62,50,42,65,0,0,0
521,V,Unfezant,Kenhallow,normal,flying,Proud,50.2,49.8,1.2,29,45,3840,80,115,80,65,55,93,0,0,0
522,V,Blitzle,Shimama,electric,,Electrified,50,50,0.8,29.8,190,5120,45,60,32,50,32,76,0,0,0
523,V,Zebstrika,Zebraika,electric,,Thunderbolt,50,50,1.6,79.5,75,5120,75,100,63,80,63,116,0,0,0
524,V,Roggenrola,Dangoro,rock,,Mantle,50.2,49.8,0.4,18,255,3840,55,75,85,25,25,15,0,0,0
525,V,Boldore,Gantle,rock,,Ore,50.2,49.8,0.9,102,120,3840,70,105,105,50,40,20,0,0,0
526,V,Gigalith,Gigaiath,rock,,Compressed,50.2,49.8,1.7,260,45,3840,85,135,130,60,80,25,0,0,0
527,V,Woobat,Koromori,psychic,flying,Bat,50.2,49.8,0.4,2.1,190,3840,65,45,43,55,43,72,0,0,0
528,V,Swoobat,Kokoromori,psychic,flying,Courting,50.2,49.8,0.9,10.5,45,3840,67,57,55,77,55,114,0,0,0
529,V,Drilbur,Mogurew,ground,,Mole,50.2,49.8,0.3,8.5,120,5120,60,85,40,30,45,68,0,0,0
530,V,Excadrill,Doryuzu,ground,steel,Subterrene,50.2,49.8,0.7,40.4,60,5120,110,135,60,50,65,88,0,0,0
531,V,Audino,Tabunne,normal,,Hearing,50.2,49.8,1.1,31,255,5120,103,60,86,60,86,50,0,0,0
532,V,Timburr,Dokkorer,fighting,,Muscular,75.49,24.51,0.6,12.5,180,5120,75,80,55,25,35,35,0,0,0
533,V,Gurdurr,Dotekkotsu,fighting,,Muscular,75.49,24.51,1.2,40,90,5120,85,105,85,40,50,40,0,0,0
534,V,Conkeldurr,Roubushin,fighting,,Muscular,75.49,24.51,1.4,87,45,5120,105,140,95,55,65,45,0,0,0
535,V,Tympole,Otamaro,water,,Tadpole,50.2,49.8,0.5,4.5,255,5120,50,50,40,50,40,64,0,0,0
536,V,Palpitoad,Gamagaru,water,ground,Vibration,50.2,49.8,0.8,17,120,5120,75,65,55,65,55,69,0,0,0
537,V,Seismitoad,Gamageroge,water,ground,Vibration,50.2,49.8,1.5,62,45,5120,105,95,75,85,75,74,0,0,0
538,V,Throh,Nageki,fighting,,Judo,100,0,1.3,55.5,45,5120,120,100,85,30,85,45,0,0,0
539,V,Sawk,Dageki,fighting,,Karate,100,0,1.4,51,45,5120,75,125,75,30,75,85,0,0,0
540,V,Sewaddle,Kurumiru,bug,grass,Sewing,50,50,0.3,2.5,255,3840,45,53,70,40,60,42,0,0,0
541,V,Swadloon,Kurumayu,bug,grass,Leaf-Wrapped,50,50,0.5,7.3,120,3840,55,63,90,50,80,42,0,0,0
542,V,Leavanny,Hahakomori,bug,grass,Nurturing,50,50,1.2,20.5,45,3840,75,103,80,70,80,92,0,0,0
543,V,Venipede,Fushide,bug,poison,Centipede,50.2,49.8,0.4,5.3,255,3840,30,45,59,30,39,57,0,0,0
544,V,Whirlipede,Wheega,bug,poison,Curlipede,50.2,49.8,1.2,58.5,120,3840,40,55,99,40,79,47,0,0,0
545,V,Scolipede,Pendror,bug,poison,Megapede,50.2,49.8,2.5,200.5,45,5120,60,100,89,55,69,112,0,0,0
546,V,Cottonee,Monmen,grass,fairy,Cotton Puff,50.2,49.8,0.3,0.6,190,5120,40,27,60,37,50,66,0,0,0
547,V,Whimsicott,Elfuun,grass,fairy,Windveiled,50.2,49.8,0.7,6.6,75,5120,60,67,85,77,75,116,0,0,0
548,V,Petilil,Churine,grass,,Bulb,0,100,0.5,6.6,190,5120,45,35,50,70,50,30,0,0,0
549,V,Lilligant,Dredear,grass,,Flowering,0,100,1.1,16.3,75,5120,70,60,75,110,75,90,0,0,0
550,V,Basculin,Bassrao,water,,Hostile,50.2,49.8,1,18,25,10240,70,92,65,80,55,98,0,0,0
551,V,Sandile,Meguroco,ground,dark,Desert Croc,50.2,49.8,0.7,15.2,180,5120,50,72,35,35,35,65,0,0,0
552,V,Krokorok,Waruvile,ground,dark,Desert Croc,50.2,49.8,1,33.4,90,5120,60,82,45,45,45,74,0,0,0
553,V,Krookodile,Waruvial,ground,dark,Intimidation,50.2,49.8,1.5,96.3,45,5120,95,117,80,65,70,92,0,0,0
554,V,Darumaka,Darumakka,fire,ice,Zen Charm,50.2,49.8,0.6,37.5,120,5120,70,90,45,15,45,50,0,0,0
555,V,Darmanitan,Hihidaruma,fire,fire,Blazing,50.2,49.8,1.3,92.9,60,5120,105,140,55,30,55,95,0,0,0
556,V,Maractus,Maracacchi,grass,,Cactus,50.2,49.8,1,28,255,5120,75,86,67,106,67,60,0,0,0
557,V,Dwebble,Ishizumai,bug,rock,Rock Inn,50.2,49.8,0.3,14.5,190,5120,50,65,85,35,35,55,0,0,0
558,V,Crustle,Iwapalace,bug,rock,Stone Home,50.2,49.8,1.4,200,75,5120,70,105,125,65,75,45,0,0,0
559,V,Scraggy,Zuruggu,dark,fighting,Shedding,50.2,49.8,0.6,11.8,180,3840,50,75,70,35,70,48,0,0,0
560,V,Scrafty,Zuruzukin,dark,fighting,Hoodlum,50.2,49.8,1.1,30,90,3840,65,90,115,45,115,58,0,0,0
561,V,Sigilyph,Symboler,psychic,flying,Avianoid,50.2,49.8,1.4,14,45,5120,72,58,80,103,80,97,0,0,0
562,V,Yamask,Desumasu,ghost,ground,Spirit,50.2,49.8,0.5,1.5,190,6400,38,30,85,55,65,30,0,0,0
563,V,Cofagrigus,Desukarn,ghost,,Coffin,50.2,49.8,1.7,76.5,90,6400,58,50,145,95,105,30,0,0,0
564,V,Tirtouga,Protoga,water,rock,Prototurtle,88.14,11.86,0.7,16.5,45,7680,54,78,103,53,45,22,0,0,0
565,V,Carracosta,Abagoura,water,rock,Prototurtle,88.14,11.86,1.2,81,45,7680,74,108,133,83,65,32,0,0,0
566,V,Archen,Archen,rock,flying,First Bird,88.14,11.86,0.5,9.5,45,7680,55,112,45,74,45,70,0,0,0
567,V,Archeops,Archeos,rock,flying,First Bird,88.14,11.86,1.4,32,45,7680,75,140,65,112,65,110,0,0,0
568,V,Trubbish,Yabukuron,poison,,Trash Bag,50.2,49.8,0.6,31,190,5120,50,50,62,40,62,65,0,0,0
569,V,Garbodor,Dustdas,poison,,Trash Heap,50.2,49.8,1.9,107.3,60,5120,80,95,82,60,82,75,0,0,0
570,V,Zorua,Zorua,dark,,Tricky Fox,88.14,11.86,0.7,12.5,75,6400,40,65,40,80,40,65,0,0,0
571,V,Zoroark,Zoroark,dark,,Illusion Fox,88.14,11.86,1.6,81.1,45,5120,60,105,60,120,60,105,0,0,0
572,V,Minccino,Chillarmy,normal,,Chinchilla,24.9,75.1,0.4,5.8,255,3840,55,50,40,40,40,75,0,0,0
573,V,Cinccino,Chillaccino,normal,,Scarf,24.9,75.1,0.5,7.5,60,3840,75,95,60,65,60,115,0,0,0
574,V,Gothita,Gothimu,psychic,,Fixation,24.9,75.1,0.4,5.8,200,5120,45,30,50,55,65,45,0,0,0
575,V,Gothorita,Gothimiru,psychic,,Manipulate,24.9,75.1,0.7,18,100,5120,60,45,70,75,85,55,0,0,0
576,V,Gothitelle,Gothiruselle,psychic,,Astral Body,24.9,75.1,1.5,44,50,5120,70,55,95,95,110,65,0,0,0
577,V,Solosis,Uniran,psychic,,Cell,50.2,49.8,0.3,1,200,5120,45,30,40,105,50,20,0,0,0
578,V,Duosion,Doublan,psychic,,Mitosis,50.2,49.8,0.6,8,100,5120,65,40,50,125,60,30,0,0,0
579,V,Reuniclus,Lanculus,psychic,,Multiplying,50.2,49.8,1,20.1,50,5120,110,65,75,125,85,30,0,0,0
580,V,Ducklett,Koaruhie,water,flying,Water Bird,50,50,0.5,5.5,190,5120,62,44,50,44,50,55,0,0,0
581,V,Swanna,Swanna,water,flying,White Bird,50,50,1.3,24.2,45,5120,75,87,63,87,63,98,0,0,0
582,V,Vanillite,Vanipeti,ice,,Fresh Snow,50.2,49.8,0.4,5.7,255,5120,36,50,50,65,60,44,0,0,0
583,V,Vanillish,Vanirich,ice,,Icy Snow,50.2,49.8,1.1,41,120,5120,51,65,65,80,75,59,0,0,0
584,V,Vanilluxe,Baivanilla,ice,,Snowstorm,50.2,49.8,1.3,57.5,45,5120,71,95,85,110,95,79,0,0,0
585,V,Deerling,Shikijika,normal,grass,Season,50,50,0.6,19.5,190,5120,60,60,50,40,50,75,0,0,0
586,V,Sawsbuck,Mebukijika,normal,grass,Season,50,50,1.9,92.5,75,5120,80,100,70,60,70,95,0,0,0
587,V,Emolga,Emonga,electric,flying,Sky Squirrel,50.2,49.8,0.4,5,200,5120,55,75,60,75,60,103,0,0,0
588,V,Karrablast,Kaburumo,bug,,Clamping,50.2,49.8,0.5,5.9,200,3840,50,75,45,40,45,60,0,0,0
589,V,Escavalier,Chevargo,bug,steel,Cavalry,50.2,49.8,1,33,75,3840,70,135,105,60,105,20,0,0,0
590,V,Foongus,Tamagetake,grass,poison,Mushroom,50.2,49.8,0.2,1,190,5120,69,55,45,55,55,15,0,0,0
591,V,Amoonguss,Morobareru,grass,poison,Mushroom,50.2,49.8,0.6,10.5,75,5120,114,85,70,85,80,30,0,0,0
592,V,Frillish,Pururill,water,ghost,Floating,50.2,49.8,1.2,33,190,5120,55,40,50,65,85,40,0,0,0
593,V,Jellicent,Burungel,water,ghost,Floating,50.2,49.8,2.2,135,60,5120,100,60,70,85,105,60,0,0,0
594,V,Alomomola,Mamanbou,water,,Caring,50,50,1.2,31.6,75,10240,165,75,80,40,45,65,0,0,0
595,V,Joltik,Bachuru,bug,electric,Attaching,50.2,49.8,0.1,0.6,190,5120,50,47,50,57,50,65,0,0,0
596,V,Galvantula,Dentula,bug,electric,EleSpider,50.2,49.8,0.8,14.3,75,5120,70,77,60,97,60,108,0,0,0
597,V,Ferroseed,Tesseed,grass,steel,Thorn Seed,50.2,49.8,0.6,18.8,255,5120,44,50,91,24,86,10,0,0,0
598,V,Ferrothorn,Nutrey,grass,steel,Thorn Pod,50.2,49.8,1,110,90,5120,74,94,131,54,116,20,0,0,0
599,V,Klink,Giaru,steel,,Gear,,,0.3,21,130,5120,40,55,70,45,60,30,0,0,0
600,V,Klang,Gigiaru,steel,,Gear,,,0.6,51,60,5120,60,80,95,70,85,50,0,0,0
601,V,Klinklang,Gigigiaru,steel,,Gear,,,0.6,81,30,5120,60,100,115,70,85,90,0,0,0
602,V,Tynamo,Shibishirasu,electric,,EleFish,50,50,0.2,0.3,190,5120,35,55,40,45,40,60,0,0,0
603,V,Eelektrik,Shibibeel,electric,,EleFish,50,50,1.2,22,60,5120,65,85,70,75,70,40,0,0,0
604,V,Eelektross,Shibirudon,electric,,EleFish,50,50,2.1,80.5,30,5120,85,115,80,105,80,50,0,0,0
605,V,Elgyem,Ligray,psychic,,Cerebral,50.2,49.8,0.5,9,255,5120,55,55,55,85,55,30,0,0,0
606,V,Beheeyem,Ohbem,psychic,,Cerebral,50.2,49.8,1,34.5,90,5120,75,75,75,125,95,40,0,0,0
607,V,Litwick,Hitomoshi,ghost,fire,Candle,50.2,49.8,0.3,3.1,190,5120,50,30,55,65,55,20,0,0,0
608,V,Lampent,Lampler,ghost,fire,Lamp,50.2,49.8,0.6,13,90,5120,60,40,60,95,60,55,0,0,0
609,V,Chandelure,Chandela,ghost,fire,Luring,50.2,49.8,1,34.3,45,5120,60,55,90,145,90,80,0,0,0
610,V,Axew,Kibago,dragon,,Tusk,50.2,49.8,0.6,18,75,10240,46,87,60,30,40,57,0,0,0
611,V,Fraxure,Onondo,dragon,,Axe Jaw,50.2,49.8,1,36,60,10240,66,117,70,40,50,67,0,0,0
612,V,Haxorus,Ononokus,dragon,,Axe Jaw,50.2,49.8,1.8,105.5,45,10240,76,147,90,60,70,97,0,0,0
613,V,Cubchoo,Kumasyun,ice,,Chill,50.2,49.8,0.5,8.5,120,5120,55,70,40,60,40,40,0,0,0
614,V,Beartic,Tunbear,ice,,Freezing,50.2,49.8,2.6,260,60,5120,95,130,80,70,80,50,0,0,0
615,V,Cryogonal,Freegeo,ice,,Crystallizing,,,1.1,148,25,6400,80,50,50,95,135,105,0,0,0
616,V,Shelmet,Chobomaki,bug,,Snail,50.2,49.8,0.4,7.7,200,3840,50,40,85,40,65,25,0,0,0
617,V,Accelgor,Agilder,bug,,Shell Out,50.2,49.8,0.8,25.3,75,3840,80,70,40,100,60,145,0,0,0
618,V,Stunfisk,Maggyo,ground,electric,Trap,50.2,49.8,0.7,11,75,5120,109,66,84,81,99,32,0,0,0
619,V,Mienfoo,Kojofu,fighting,,Martial Arts,50.2,49.8,0.9,20,180,6400,45,85,50,55,50,65,0,0,0
620,V,Mienshao,Kojondo,fighting,,Martial Arts,50.2,49.8,1.4,35.5,45,6400,65,125,60,95,60,105,0,0,0
621,V,Druddigon,Crimgan,dragon,,Cave,50.2,49.8,1.6,139,45,7680,77,120,90,60,90,48,0,0,0
622,V,Golett,Gobit,ground,ghost,Automaton,,,1,92,190,6400,59,74,50,35,50,35,0,0,0
623,V,Golurk,Goloog,ground,ghost,Automaton,,,2.8,330,90,6400,89,124,80,55,80,55,0,0,0
624,V,Pawniard,Komatana,dark,steel,Sharp Blade,50.2,49.8,0.5,10.2,120,5120,45,85,70,40,40,60,0,0,0
625,V,Bisharp,Kirikizan,dark,steel,Sword Blade,50.2,49.8,1.6,70,45,5120,65,125,100,60,70,70,0,0,0
626,V,Bouffalant,Buffron,normal,,Bash Buffalo,50.2,49.8,1.6,94.6,45,5120,95,110,95,40,95,55,0,0,0
627,V,Rufflet,Washibon,normal,flying,Eaglet,100,0,0.5,10.5,190,5120,70,83,50,37,50,60,0,0,0
628,V,Braviary,Warrgle,normal,flying,Valiant,100,0,1.5,41,60,5120,100,123,75,57,75,80,0,0,0
629,V,Vullaby,Valchai,dark,flying,Diapered,0,100,0.5,9,190,5120,70,55,75,45,65,60,0,0,0
630,V,Mandibuzz,Vulgina,dark,flying,Bone Vulture,0,100,1.2,39.5,60,5120,110,65,105,55,95,80,0,0,0
631,V,Heatmor,Kuitaran,fire,,Anteater,50.2,49.8,1.4,58,90,5120,85,97,66,105,66,65,0,0,0
632,V,Durant,Aiant,bug,steel,Iron Ant,50.2,49.8,0.3,33,90,5120,58,109,112,48,48,109,0,0,0
633,V,Deino,Monozu,dark,dragon,Irate,50.2,49.8,0.8,17.3,45,10240,52,65,50,45,50,38,0,0,0
634,V,Zweilous,Dihead,dark,dragon,Hostile,50.2,49.8,1.4,50,45,10240,72,85,70,65,70,58,0,0,0
635,V,Hydreigon,Sazandora,dark,dragon,Brutal,50.2,49.8,1.8,160,45,10240,92,105,90,125,90,98,0,0,0
636,V,Larvesta,Merlarva,bug,fire,Torch,50.2,49.8,1.1,28.8,45,10240,55,85,55,50,55,60,0,0,0
637,V,Volcarona,Ulgamoth,bug,fire,Sun,50.2,49.8,1.6,46,15,10240,85,60,65,135,105,100,0,0,0
638,V,Cobalion,Cobalon,steel,fighting,Iron Will,,,2.1,250,3,20480,91,90,129,90,72,108,1,0,0
639,V,Terrakion,Terrakion,rock,fighting,Cavern,,,1.9,260,3,20480,91,129,90,72,90,108,1,0,0
640,V,Virizion,Virizion,grass,fighting,Grassland,,,2,200,3,20480,91,90,72,90,129,108,1,0,0
641,V,Tornadus,Tornelos,flying,,Cyclone,100,0,1.5,63,3,30720,79,115,70,125,80,111,1,0,0
642,V,Thundurus,Voltolos,electric,flying,Bolt Strike,100,0,1.5,61,3,30720,79,115,70,125,80,111,1,0,0
643,V,Reshiram,Reshiram,dragon,fire,Vast White,,,3.2,330,3,30720,100,120,100,150,120,90,0,1,0
644,V,Zekrom,Zekrom,dragon,electric,Deep Black,,,2.9,345,3,30720,100,150,120,120,100,90,0,1,0
645,V,Landorus,Landlos,ground,flying,Abundance,100,0,1.5,68,3,30720,89,125,90,115,80,101,1,0,0
646,V,Kyurem,Kyurem,dragon,ice,Boundary,,,3,325,3,30720,125,130,90,130,90,95,0,1,0
647,V,Keldeo,Keldeo,water,fighting,Colt,,,1.4,48.5,3,20480,91,72,90,129,90,108,0,0,1
648,V,Meloetta,Meloetta,normal,psychic,Melody,,,0.6,6.5,3,30720,100,77,77,128,128,90,0,0,1
649,V,Genesect,Genesect,bug,steel,Paleozoic,,,1.5,82.5,3,30720,71,120,95,120,95,99,0,0,1
650,VI,Chespin,Harimaron,grass,,Spiky Nut,88.1,11.9,0.4,9,45,5120,56,61,65,48,45,38,0,0,0
651,VI,Quilladin,Hariborg,grass,,Spiny Armor,88.1,11.9,0.7,29,45,5120,61,78,95,56,58,57,0,0,0
652,VI,Chesnaught,Brigarron,grass,fighting,Spiny Armor,88.1,11.9,1.6,90,45,5120,88,107,122,74,75,64,0,0,0
653,VI,Fennekin,Fokko,fire,,Fox,88.1,11.9,0.4,9.4,45,5120,40,45,40,62,60,60,0,0,0
654,VI,Braixen,Tairenar,fire,,Fox,88.1,11.9,1,14.5,45,5120,59,59,58,90,70,73,0,0,0
655,VI,Delphox,Mahoxy,fire,psychic,Fox,88.1,11.9,1.5,39,45,5120,75,69,72,114,100,104,0,0,0
656,VI,Froakie,Keromatsu,water,,Bubble Frog,88.1,11.9,0.3,7,45,5120,41,56,40,62,44,71,0,0,0
657,VI,Frogadier,Gekogashira,water,,Bubble Frog,88.1,11.9,0.6,10.9,45,5120,54,63,52,83,56,97,0,0,0
658,VI,Greninja,Gekkouga,water,dark,Ninja,88.1,11.9,1.5,40,45,5120,72,95,67,103,71,122,0,0,0
659,VI,Bunnelby,Horubee,normal,,Digging,50.2,49.8,0.4,5,255,3840,38,36,38,32,36,57,0,0,0
660,VI,Diggersby,Horudo,normal,ground,Digging,50.2,49.8,1,42.4,127,3840,85,56,77,50,77,78,0,0,0
661,VI,Fletchling,Yayakoma,normal,flying,Tiny Robin,50.2,49.8,0.3,1.7,255,3840,45,50,43,40,38,62,0,0,0
662,VI,Fletchinder,Hinoyakoma,fire,flying,Ember,50.2,49.8,0.7,16,120,3840,62,73,55,56,52,84,0,0,0
663,VI,Talonflame,Fiarrow,fire,flying,Scorching,50.2,49.8,1.2,24.5,45,3840,78,81,71,74,69,126,0,0,0
