CustomerID,Gender,SeniorCitizen,Partner,Dependents,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,ChurnProbability,ChurnPredicted,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_Tenure_12-24,TenureGroup_Tenure_24-48,TenureGroup_Tenure_48-60,TenureGroup_Tenure_gt_60,Subset_Train,Tenure,MonthlyCharges,TotalCharges
8711-LOBKY,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1.0796797388169916,-1.4971169316165065,-0.48444780760819767
0266-CLZKZ,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1.405284188190761,1.3605331406084475,1.9535427030836054
9220-CXRSC,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.4866853005342033,-0.11325492111596068,0.7816239239666005
4059-IIEBK,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.0367491821125085,0.4579420338800528,-0.7777747065553745
6475-VHUIZ,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.38554028336497004,-0.3513924271347068,-0.4697660313644866
8630-QSGXK,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.7540752894432224,0.34636711847266843,0.7116981067818384
4298-OYIFC,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.7111447327387392,1.2872600618334487,-0.3294514581043948
6384-VMJHP,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,0.2730940396976695,1.3130557256289779
6464-KEXXH,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.9960486259407874,-1.317264829168782,-0.9262017327549342
3520-FJGCV,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,1.592009457647648,2.5746523812616235
3481-JHUZH,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.3470697277260108,0.5145621402061883,0.5078947713867797
7009-PCARS,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0.916877514130107,-1.5220963902898015,-0.5667847960019828
9754-CLVZW,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.2634386148498065,-0.8643039785596984,-0.5563576486096775
9950-MTGYX,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,-0.18203750250636422,-1.4821292564125295,-0.7932060029076234
7056-IMHCC,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0.8354764017866647,1.2356358472419724,1.4383578520092388
8749-TZYEC,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,-1.3322525043727593,-0.1819723543950446
2065-MMKGR,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.14133694633464308,0.20648214990221603,-0.0912363318438211
8445-DNBAE,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2809525191428355,-0.49127739570515916,-0.9862735649833317
0971-QIFJK,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1.4866853005342033,-1.350570774066509,-0.2844802515921266
3739-YBWAB,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.14356694686740504,-0.980874785701742,-0.4272638322685781
2665-NPTGL,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.2634386148498065,1.1090732566306103,0.0986127027069896
8029-XYPWT,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1.5680864128776455,1.6736090226470786,2.5261319765883385
8265-HKSOW,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,1.4204838414243557,2.3681595913594595
2972-YDYUW,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.9982786264735494,0.9958330439783397,1.4028879151081413
8329-IBCTI,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-1.5037781205960519,-0.9996767481007137
6856-RAURS,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.2402519629711144,0.3363753350033505,-0.9483566653749488
6586-PSJOX,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.7111447327387392,-0.3197517794818663,-0.6271652541574253
9498-FIMXL,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,-0.9960486259407874,-1.5187657958000287,-0.9369375060742847
1784-BXEFA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-0.9146475135973451,-1.4738027701880978,-0.9257387938643669
0237-YFUTL,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0.7133747332715012,1.4937569201993546,1.3750454475468694
2114-MGINA,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,-0.7518452889104604,0.8326339139794786,-0.5105266984434983
6574-MCOEH,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.021465278352241563,0.4779256008186891,0.10773921226389122
5244-IRFIH,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.021465278352241563,0.9891718549987943,0.36087860656799714
1084-MNSMJ,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.7540752894432224,0.6894183509192537,0.9412717070851527
0958-YHXGP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.0367491821125085,0.1698456105147168,-0.7890836423106655
4351-QLCSU,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.2809525191428355,-0.3264129684614117,-0.9840911387849424
7820-ZYGNY,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1.2424819635038762,0.8542827781630011,1.5600887355194082
6897-UUBNU,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,-0.14133694633464308,0.8276380222448199,0.14841170050660438
3466-BYAVD,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,-0.7111447327387392,0.15652323255562592,-0.5359662927156342
5493-SDRDQ,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.2402519629711144,-0.323082373971639,-0.958364963294836
8821-XNHVZ,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,0.5079009512266429,-0.973046739538547
2674-MLXMN,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1.5680864128776455,1.1606974712220872,2.0563812709168072
4163-HFTUK,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0.7540752894432224,-1.5220963902898015,-0.5640071626585781
3646-ITDGM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0.9575780703018282,-1.5021128233511654,-0.5445637292547444
8414-MYSHR,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.118150294455951,0.8859234258158416,-0.8100481606406494
1518-VOWAV,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.9553480697690663,0.3280488487789188,-0.6981492173777702
7271-AJDTL,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.916877514130107,0.987506557753908,1.2283599533642064
4367-NHWMM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-1.3289219098829865,-0.9973620536478763
2215-ZAFGX,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.9553480697690663,0.6894183509192537,-0.6592843952791776
9114-AAFQH,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.631973620928059,0.028295344699378187,0.35607285998972527
2805-AUFQN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,-0.3041391710215277,-1.498782228861393,-0.798827403721657
0655-YDGFJ,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.14133694633464308,-0.5279139350926584,-0.42472869072499436
8183-ONMXC,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2402519629711144,0.5312151126550517,-0.9380397415280168
1596-OQSPS,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.8739469574256239,-0.45630615356254595,-0.7741593742671333
6229-LSCKB,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0774497382842296,0.49624387051243873,-0.7889513740562177
9135-HSWOC,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1.2831825196755975,-1.5021128233511654,-0.44661908683611323
9967-ATRFS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,-0.5483425080518547,-1.4954516343716202,-0.8462896623593597
4547-FZJWE,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.916877514130107,-0.17820151366652767,0.3835626122058029
6705-LXORM,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.118150294455951,0.17484150224937553,-0.8749257394473188
5206-XZZQI,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.8354764017866647,0.5262192209203925,0.9087116717819077
1660-HSOOQ,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-0.5045997736642498,-0.9864499226559289
3987-KQDDU,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.9553480697690663,0.35968949643175885,-0.716666773000469
5897-ZYEKH,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1.405284188190761,1.3588678433635608,2.127365234137152
4012-ZTHBR,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.4669413957084123,-0.6611377146835653,-0.599962083159318
5868-YTYKS,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-1.4837945536574157,-0.999412211591818
2830-LEWOA,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1.161080851160434,1.302247737037426,1.8350523918074086
2933-XEUJM,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.5505725085846166,0.47959089806357535,0.5761451906818692
2000-DHJUY,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1.5273858567059244,0.9125681817340229,1.8462070145991776
5399-ZIMKF,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.118150294455951,0.3280488487789188,-0.8391912660373252
4140-WJAWW,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,-1.118150294455951,-1.4971169316165065,-0.9607017024567479
6087-YPWHO,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1.6087869690493668,0.11156020694369502,1.111787531777503
9647-ERGBE,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.10063639016292192,1.1740198491811775,0.33468949218732325
2256-YLYLP,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1.445984744362482,0.27142874245278326,1.175518785712291
0254-WWRKD,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1.405284188190761,-0.4746244232562958,0.5046982885709568
6169-PPETC,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.10286639069568387,-1.475468067432984,-0.6735473220504706
3845-FXCYS,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-1.2402519629711144,-1.5037781205960519,-0.9945844203044717
4163-KIUHY,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.10286639069568387,-1.3056077484545776,-0.6109844376966386
1323-OOEPC,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.8354764017866647,1.1190650400999287,1.262044268830258
1016-DJTSV,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.9960486259407874,0.16318442153517138,-0.7557740868988826
2276-YDAVZ,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.199551406799393,0.34303652398289547,-0.8889902638369398
1635-NZATJ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1.5680864128776455,-1.3106036401892367,-0.21929404685841222
3580-REOAC,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.9146475135973451,-0.6644683091733381,-0.8163749921450714
3796-ENZGF,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1.2424819635038762,0.08158485653574077,0.8584717798007999
6688-UZPWD,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-0.8739469574256239,1.2389664417317447,-0.5033621679942399
3807-BPOMJ,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.916877514130107,0.997498341223226,1.31786147220725
8659-HDIYE,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1.2831825196755975,0.3280488487789188,1.138527763885043
2612-RRIDN,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.158850850627672,0.5395415988794834,-0.8580615370052181
5089-IFSDP,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1.0389791826452706,1.4870957312198092,1.7007560241246944
4254-QPEDE,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.7947758456149435,0.04827891163801404,0.459881395022211
2045-BMBTJ,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.021465278352241563,-0.17820151366652767,-0.1774090996165938
2683-JXWQQ,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1.161080851160434,-1.0391601892727638,-0.07487915771043731
1215-FIGMP,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1.1203802949887127,0.8359645084692515,1.394841596295897
1682-VCOIO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,-0.38554028336497004,-1.4771333646778704,-0.7962261280508494
4236-XPXAV,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.118150294455951,1.144044498773224,-0.8033024796638092
9112-WSNPU,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.10286639069568387,0.1914944746982389,0.058182706264097564
7102-JJVTX,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.9553480697690663,-0.5395710158068628,-0.8221507059226275
9231-ZJYAM,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.158850850627672,0.46793381734937073,-0.8792465024259484
2250-IVBWA,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1.2831825196755975,0.5412068961243697,1.2558056161621347
4061-UKJWL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-1.199551406799393,-0.644484742234702,-0.9458656132495145
5550-VFRLC,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2809525191428355,0.1681803132698301,-0.9775438601897739
0129-QMPDR,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.4691713962411743,-1.475468067432984,-0.6269448070666789
1791-PQHBB,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.2402519629711144,-0.11991611009550589,-0.9528096966080264
6400-BWQKW,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.0774497382842296,0.47459500632891616,-0.816771796908415
7718-RXDGG,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.7111447327387392,0.12654788214767168,-0.5195650291641013
6376-GAHQE,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.158850850627672,0.43462787245164397,-0.8764247796643942
3694-DELSO,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.158850850627672,-0.8742957620290166,-0.9395167370360177
3021-VLNRJ,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.7133747332715012,0.1998209609226706,0.525155778592224
3663-MITLP,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.7111447327387392,1.2139869830584498,-0.36584727278662754
1406-PUQVY,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2809525191428355,-0.49627328743981813,-0.9863396991105557
1310-QRITU,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.5890430642235758,-0.4829509094807275,-0.6056716628096501
0619-OLYUR,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1.6087869690493668,1.5686952962192398,2.5501386647706235
8216-AZUUZ,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0.387770283897732,1.1856769298953822,0.8891139254145514
8393-JMVMB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-1.510439309575597,-0.9997649269370124
5512-IDZEI,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.5505725085846166,-1.3289219098829865,-0.4903778343492762
5949-EBSQK,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.158850850627672,-0.1115896238710742,-0.9071330594053696
7851-WZEKY,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2402519629711144,1.0108207191823169,-0.9215282544311103
3970-XGJDU,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1.201781407332155,-1.5187657958000287,-0.5129295717326341
2057-ZBLPD,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.4669413957084123,0.7227242958169804,-0.21089501270097394
8073-IJDCM,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.2809525191428355,-1.4821292564125295,-0.9993901668827433
3936-QQFLL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1.2402519629711144,-1.500447526106279,-0.9910131774343797
9350-VLHMB,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1.405284188190761,0.8243074277550468,1.8015223893048797
4608-LCIMN,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.9960486259407874,-0.6711294981528835,-0.8455842316689711
4959-JOSRX,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.2402519629711144,-0.6727947953977698,-0.9728262924478006
9993-LHIEB,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1.405284188190761,0.10156842347437663,1.0319636402182268
9715-WZCLW,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1.5680864128776455,1.0790979062226567,2.038370743602826
5736-YEJAX,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.4866853005342033,0.48791738428800707,1.4177019596063003
1427-VERSM,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0.9575780703018282,1.1290568235692466,1.4913092432065274
8207-DMRVL,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1.6087869690493668,1.6569560501982152,2.6537487974214367
5055-BRMNE,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1.405284188190761,1.3955043827510607,2.082107446406914
3452-SRFEG,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0.6726741770997801,0.3263835515340321,0.6319403493497863
0742-LAFQK,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1.6087869690493668,1.144044498773224,2.264020385690854
7365-BVCJH,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1.2809525191428355,-1.3455748823318499,-0.9975825007386228
